id,values,location,sample date,measure
3301235,10460,Kannika,11-Nov-16,Copper
3301237,4490,Kannika,11-Nov-16,Chromium
3301802,10640,Kannika,11-Nov-16,Copper
3301804,7150,Kannika,11-Nov-16,Chromium
3300716,6270,Kannika,2-Dec-16,Copper
3300718,1360,Kannika,2-Dec-16,Chromium
3301282,6570,Kannika,2-Dec-16,Copper
3301284,1360,Kannika,2-Dec-16,Chromium
3301849,6960,Kannika,2-Dec-16,Copper
3301851,1390,Kannika,2-Dec-16,Chromium
3302387,7240,Sakda,2-Dec-16,Copper
3302389,1460,Sakda,2-Dec-16,Chromium
3302922,6990,Sakda,2-Dec-16,Copper
3302924,1280,Sakda,2-Dec-16,Chromium
3303457,7280,Sakda,2-Dec-16,Copper
3303459,1280,Sakda,2-Dec-16,Chromium
2238,4.95,Boonsri,11-Jan-98,Iron
8308,0.1,Kannika,26-Jan-98,Iron
8789,0.1,Kannika,26-Jan-98,Iron
9272,0.11,Kannika,26-Jan-98,Iron
5065,0.06,Chai,31-Jan-98,Iron
5549,0.04,Chai,31-Jan-98,Iron
6027,0.07,Chai,31-Jan-98,Iron
2278,2.84,Boonsri,15-Feb-98,Iron
5104,0.1,Chai,20-Feb-98,Iron
5588,0.1,Chai,20-Feb-98,Iron
6066,0.11,Chai,20-Feb-98,Iron
8348,0.8,Kannika,24-Feb-98,Iron
8829,0.08,Kannika,24-Feb-98,Iron
9312,0.07,Kannika,24-Feb-98,Iron
2318,4.57,Boonsri,12-Mar-98,Iron
5143,0.11,Chai,19-Mar-98,Iron
5627,0.09,Chai,19-Mar-98,Iron
6105,0.11,Chai,19-Mar-98,Iron
8388,0.1,Kannika,21-Mar-98,Iron
8869,0.1,Kannika,21-Mar-98,Iron
9352,0.1,Kannika,21-Mar-98,Iron
2358,0.85,Boonsri,11-Apr-98,Iron
2721,1.24,Boonsri,11-Apr-98,Iron
4822,0.01,Kohsoom,16-Apr-98,Iron
5182,0.74,Chai,17-Apr-98,Iron
5666,0.75,Chai,17-Apr-98,Iron
6144,0.73,Chai,17-Apr-98,Iron
6506,9.2,Somchair,17-Apr-98,Iron
8428,1.35,Kannika,18-Apr-98,Iron
8909,1.14,Kannika,18-Apr-98,Iron
9392,1.8,Kannika,18-Apr-98,Iron
9881,1.37,Sakda,18-Apr-98,Iron
2400,2,Boonsri,9-May-98,Iron
2762,1.85,Boonsri,9-May-98,Iron
5223,0.12,Chai,20-May-98,Iron
5707,0.09,Chai,20-May-98,Iron
6185,0.16,Chai,20-May-98,Iron
8470,0.04,Kannika,26-May-98,Iron
8951,0.05,Kannika,26-May-98,Iron
9434,0.05,Kannika,26-May-98,Iron
2439,0.08,Boonsri,6-Jun-98,Iron
2801,0.07,Boonsri,6-Jun-98,Iron
4864,14.31,Kohsoom,27-Jun-98,Iron
5263,0.59,Chai,28-Jun-98,Iron
5747,0.38,Chai,28-Jun-98,Iron
6225,0.42,Chai,28-Jun-98,Iron
6547,28.25,Somchair,29-Jun-98,Iron
8510,0.89,Kannika,29-Jun-98,Iron
8991,0.47,Kannika,29-Jun-98,Iron
9474,0.66,Kannika,29-Jun-98,Iron
9922,0.48,Sakda,30-Jun-98,Iron
2481,0.34,Boonsri,11-Jul-98,Iron
2843,0.32,Boonsri,11-Jul-98,Iron
5304,0.08,Chai,23-Jul-98,Iron
5788,0.09,Chai,23-Jul-98,Iron
6266,0.09,Chai,23-Jul-98,Iron
8551,0.06,Kannika,26-Jul-98,Iron
9032,0.05,Kannika,26-Jul-98,Iron
9515,0.06,Kannika,26-Jul-98,Iron
2521,0.19,Boonsri,8-Aug-98,Iron
2884,0.21,Boonsri,8-Aug-98,Iron
4906,1.97,Kohsoom,22-Aug-98,Iron
5350,0.39,Chai,23-Aug-98,Iron
5828,0.39,Chai,23-Aug-98,Iron
6306,0.44,Chai,23-Aug-98,Iron
6588,6.75,Somchair,24-Aug-98,Iron
8597,1,Kannika,25-Aug-98,Iron
9072,0.93,Kannika,25-Aug-98,Iron
9555,1,Kannika,25-Aug-98,Iron
9964,0.44,Sakda,26-Aug-98,Iron
2561,0.45,Boonsri,5-Sep-98,Iron
2924,0.41,Boonsri,5-Sep-98,Iron
8637,0.01,Kannika,20-Sep-98,Iron
9112,0.01,Kannika,20-Sep-98,Iron
9595,0.01,Kannika,20-Sep-98,Iron
5390,0.06,Chai,27-Sep-98,Iron
5868,0.03,Chai,27-Sep-98,Iron
6346,0.06,Chai,27-Sep-98,Iron
4946,0.35,Kohsoom,1-Oct-98,Iron
2601,0.47,Boonsri,3-Oct-98,Iron
2964,0.25,Boonsri,3-Oct-98,Iron
8677,0.25,Kannika,23-Oct-98,Iron
9152,0.42,Kannika,23-Oct-98,Iron
9635,0.22,Kannika,23-Oct-98,Iron
9761,0,Sakda,24-Oct-98,Iron
10004,0,Sakda,24-Oct-98,Iron
10124,0,Sakda,24-Oct-98,Iron
6748,0,Busarakhan,29-Oct-98,Iron
5430,0,Chai,30-Oct-98,Iron
5908,0,Chai,30-Oct-98,Iron
6386,0,Chai,30-Oct-98,Iron
6628,0,Somchair,30-Oct-98,Iron
2641,0.42,Boonsri,7-Nov-98,Iron
3004,0.38,Boonsri,7-Nov-98,Iron
4986,0.42,Kohsoom,14-Nov-98,Iron
8717,0,Kannika,20-Nov-98,Iron
9192,0.42,Kannika,20-Nov-98,Iron
9675,0.22,Kannika,20-Nov-98,Iron
9801,0,Sakda,20-Nov-98,Iron
10044,0,Sakda,20-Nov-98,Iron
10164,0,Sakda,20-Nov-98,Iron
5470,0,Chai,26-Nov-98,Iron
5948,0,Chai,26-Nov-98,Iron
6426,0,Chai,26-Nov-98,Iron
6668,0,Somchair,28-Nov-98,Iron
6788,0,Busarakhan,28-Nov-98,Iron
2681,0.67,Boonsri,5-Dec-98,Iron
3044,0.65,Boonsri,5-Dec-98,Iron
9841,0,Sakda,10-Dec-98,Iron
10084,0,Sakda,10-Dec-98,Iron
10204,0,Sakda,10-Dec-98,Iron
5026,1.07,Kohsoom,13-Dec-98,Iron
8751,0,Kannika,17-Dec-98,Iron
9232,0,Kannika,17-Dec-98,Iron
9715,0,Kannika,17-Dec-98,Iron
5510,0,Chai,18-Dec-98,Iron
5988,0,Chai,18-Dec-98,Iron
6466,0,Chai,18-Dec-98,Iron
6708,0,Somchair,19-Dec-98,Iron
6828,0,Busarakhan,19-Dec-98,Iron
41743,0.48,Boonsri,9-Jan-99,Iron
45732,3.44,Kohsoom,16-Jan-99,Iron
52450,1.04,Sakda,16-Jan-99,Iron
52871,0.9,Sakda,16-Jan-99,Iron
53632,0.79,Sakda,16-Jan-99,Iron
50875,0.77,Kannika,21-Jan-99,Iron
51292,0.97,Kannika,21-Jan-99,Iron
52049,1.2,Kannika,21-Jan-99,Iron
48096,0.49,Somchair,27-Jan-99,Iron
48864,0.31,Busarakhan,27-Jan-99,Iron
46126,0.36,Chai,30-Jan-99,Iron
46918,0.32,Chai,30-Jan-99,Iron
47322,0.34,Chai,30-Jan-99,Iron
41014,0.68,Boonsri,11-Feb-99,Iron
41773,0.71,Boonsri,11-Feb-99,Iron
42148,0.89,Boonsri,11-Feb-99,Iron
45764,1.37,Kohsoom,13-Feb-99,Iron
46165,0.92,Chai,18-Feb-99,Iron
46956,0.95,Chai,18-Feb-99,Iron
47360,0.49,Chai,18-Feb-99,Iron
48133,2.29,Somchair,20-Feb-99,Iron
48901,0.72,Busarakhan,20-Feb-99,Iron
50908,0.99,Kannika,26-Feb-99,Iron
51326,1.11,Kannika,26-Feb-99,Iron
52082,0.83,Kannika,26-Feb-99,Iron
52483,0.82,Sakda,27-Feb-99,Iron
52903,0.56,Sakda,27-Feb-99,Iron
53665,0.76,Sakda,27-Feb-99,Iron
41049,0.58,Boonsri,11-Mar-99,Iron
41807,0.83,Boonsri,11-Mar-99,Iron
42182,0.85,Boonsri,11-Mar-99,Iron
45794,0.67,Kohsoom,13-Mar-99,Iron
46204,0.52,Chai,17-Mar-99,Iron
46994,0.59,Chai,17-Mar-99,Iron
47398,0.71,Chai,17-Mar-99,Iron
48169,1.11,Somchair,19-Mar-99,Iron
48937,0.89,Busarakhan,19-Mar-99,Iron
50943,1.53,Kannika,24-Mar-99,Iron
51360,1.15,Kannika,24-Mar-99,Iron
52115,1.19,Kannika,24-Mar-99,Iron
52519,1.09,Sakda,25-Mar-99,Iron
52938,1.09,Sakda,25-Mar-99,Iron
53699,0.99,Sakda,25-Mar-99,Iron
41084,0.27,Boonsri,16-Apr-99,Iron
41838,0.4,Boonsri,16-Apr-99,Iron
42214,0.33,Boonsri,16-Apr-99,Iron
45829,0.19,Kohsoom,22-Apr-99,Iron
46241,0.19,Chai,22-Apr-99,Iron
47029,0.19,Chai,22-Apr-99,Iron
47434,0.19,Chai,22-Apr-99,Iron
48203,1.89,Somchair,23-Apr-99,Iron
48972,0.22,Busarakhan,23-Apr-99,Iron
50979,0.43,Kannika,23-Apr-99,Iron
51393,0.8,Kannika,23-Apr-99,Iron
52149,0.26,Kannika,23-Apr-99,Iron
52556,0.34,Sakda,26-Apr-99,Iron
52971,0.25,Sakda,26-Apr-99,Iron
53733,0.75,Sakda,26-Apr-99,Iron
41117,0.33,Boonsri,13-May-99,Iron
41869,0.26,Boonsri,13-May-99,Iron
42248,0.65,Boonsri,13-May-99,Iron
45861,1.14,Kohsoom,15-May-99,Iron
46275,0.81,Chai,20-May-99,Iron
47061,0.44,Chai,20-May-99,Iron
47467,0.52,Chai,20-May-99,Iron
52587,1.1,Sakda,26-May-99,Iron
53002,1.22,Sakda,26-May-99,Iron
53764,1.87,Sakda,26-May-99,Iron
48233,1.25,Somchair,27-May-99,Iron
49002,1.58,Busarakhan,27-May-99,Iron
51010,0.67,Kannika,28-May-99,Iron
51424,1.03,Kannika,28-May-99,Iron
52182,0.66,Kannika,28-May-99,Iron
41152,0.19,Boonsri,6-Jun-99,Iron
41902,0.21,Boonsri,6-Jun-99,Iron
42282,0.24,Boonsri,6-Jun-99,Iron
45894,4.51,Kohsoom,18-Jun-99,Iron
46309,1.44,Chai,19-Jun-99,Iron
47094,1.62,Chai,19-Jun-99,Iron
47501,1.02,Chai,19-Jun-99,Iron
48264,2.28,Somchair,22-Jun-99,Iron
49035,2.4,Busarakhan,22-Jun-99,Iron
51044,2.21,Kannika,23-Jun-99,Iron
51456,1.74,Kannika,23-Jun-99,Iron
52216,0.83,Kannika,23-Jun-99,Iron
52624,0.82,Sakda,25-Jun-99,Iron
53038,0.96,Sakda,25-Jun-99,Iron
53797,0.85,Sakda,25-Jun-99,Iron
41183,0.25,Boonsri,22-Jul-99,Iron
41932,0.21,Boonsri,22-Jul-99,Iron
42312,0.23,Boonsri,22-Jul-99,Iron
46349,0.37,Chai,22-Jul-99,Iron
47125,0.42,Chai,22-Jul-99,Iron
47532,0.29,Chai,22-Jul-99,Iron
45932,0.92,Kohsoom,24-Jul-99,Iron
48298,2.01,Somchair,24-Jul-99,Iron
49073,2.01,Busarakhan,24-Jul-99,Iron
51084,1.22,Kannika,25-Jul-99,Iron
51488,0.85,Kannika,25-Jul-99,Iron
52248,1.35,Kannika,25-Jul-99,Iron
53829,1.14,Sakda,26-Jul-99,Iron
52663,0.9,Sakda,28-Jul-99,Iron
53070,0.85,Sakda,28-Jul-99,Iron
53866,1.12,Sakda,28-Jul-99,Iron
41215,0.18,Boonsri,19-Aug-99,Iron
41963,0.21,Boonsri,19-Aug-99,Iron
45969,0.67,Kohsoom,28-Aug-99,Iron
46388,0.43,Chai,28-Aug-99,Iron
47156,0.49,Chai,28-Aug-99,Iron
47564,0.22,Chai,28-Aug-99,Iron
48336,2.53,Somchair,29-Aug-99,Iron
49111,1.89,Busarakhan,30-Aug-99,Iron
51123,1.69,Kannika,30-Aug-99,Iron
51519,1.4,Kannika,30-Aug-99,Iron
52280,1.7,Kannika,30-Aug-99,Iron
52702,1.15,Sakda,31-Aug-99,Iron
53101,0.82,Sakda,31-Aug-99,Iron
53898,1.1,Sakda,31-Aug-99,Iron
41246,0.25,Boonsri,16-Sep-99,Iron
41993,0.28,Boonsri,16-Sep-99,Iron
46420,0.5,Chai,16-Sep-99,Iron
47187,0.32,Chai,16-Sep-99,Iron
47596,0.45,Chai,16-Sep-99,Iron
45999,0.8,Kohsoom,18-Sep-99,Iron
48366,1.25,Somchair,18-Sep-99,Iron
49141,1.42,Busarakhan,18-Sep-99,Iron
51155,1.21,Kannika,19-Sep-99,Iron
51550,0.98,Kannika,19-Sep-99,Iron
52312,1.34,Kannika,19-Sep-99,Iron
52734,1.02,Sakda,21-Sep-99,Iron
53132,1.15,Sakda,21-Sep-99,Iron
53930,0.89,Sakda,21-Sep-99,Iron
41281,0.28,Boonsri,10-Oct-99,Iron
42027,0.41,Boonsri,10-Oct-99,Iron
46030,0.78,Kohsoom,20-Oct-99,Iron
46452,0.48,Chai,21-Oct-99,Iron
47218,0.51,Chai,21-Oct-99,Iron
47628,0.55,Chai,21-Oct-99,Iron
48397,4.25,Somchair,21-Oct-99,Iron
49172,2.01,Busarakhan,22-Oct-99,Iron
51187,0.9,Kannika,22-Oct-99,Iron
51581,0.85,Kannika,22-Oct-99,Iron
52344,0.92,Kannika,22-Oct-99,Iron
52766,0.94,Sakda,23-Oct-99,Iron
53163,0.71,Sakda,23-Oct-99,Iron
53962,0.59,Sakda,23-Oct-99,Iron
41315,1.22,Boonsri,5-Nov-99,Iron
42060,0.42,Boonsri,5-Nov-99,Iron
46063,0.27,Kohsoom,7-Nov-99,Iron
46484,0.51,Chai,18-Nov-99,Iron
47252,0.36,Chai,18-Nov-99,Iron
47661,0.42,Chai,18-Nov-99,Iron
48430,7.46,Somchair,20-Nov-99,Iron
49205,2.48,Busarakhan,20-Nov-99,Iron
51222,1.24,Kannika,26-Nov-99,Iron
51615,1.5,Kannika,26-Nov-99,Iron
52379,1.42,Kannika,26-Nov-99,Iron
52801,1.42,Sakda,26-Nov-99,Iron
53197,1.08,Sakda,26-Nov-99,Iron
53997,1.38,Sakda,26-Nov-99,Iron
41347,0.3,Boonsri,9-Dec-99,Iron
42091,0.5,Boonsri,9-Dec-99,Iron
46519,1.1,Chai,9-Dec-99,Iron
47286,0.91,Chai,9-Dec-99,Iron
47696,0.99,Chai,9-Dec-99,Iron
48464,2.9,Somchair,10-Dec-99,Iron
49239,0.96,Busarakhan,10-Dec-99,Iron
46093,1.51,Kohsoom,11-Dec-99,Iron
52836,1.24,Sakda,15-Dec-99,Iron
53231,1.42,Sakda,15-Dec-99,Iron
54032,1.04,Sakda,15-Dec-99,Iron
51257,2.48,Kannika,16-Dec-99,Iron
51649,2.69,Kannika,16-Dec-99,Iron
52414,1.31,Kannika,16-Dec-99,Iron
97490,1.08,Boonsri,14-Jan-00,Iron
98282,0.76,Boonsri,14-Jan-00,Iron
104634,0.53,Chai,14-Jan-00,Iron
105437,0.69,Chai,14-Jan-00,Iron
106229,0.57,Chai,14-Jan-00,Iron
107019,2,Somchair,15-Jan-00,Iron
107826,0.75,Busarakhan,15-Jan-00,Iron
103826,0.29,Kohsoom,16-Jan-00,Iron
110663,0.79,Kannika,19-Jan-00,Iron
111464,0.28,Kannika,19-Jan-00,Iron
112261,0.19,Kannika,19-Jan-00,Iron
113060,0.98,Sakda,19-Jan-00,Iron
113861,0.88,Sakda,19-Jan-00,Iron
114656,1.1,Sakda,19-Jan-00,Iron
96732,0.81,Boonsri,10-Feb-00,Iron
97528,1.5,Boonsri,10-Feb-00,Iron
98317,0.54,Boonsri,10-Feb-00,Iron
103861,2.05,Kohsoom,12-Feb-00,Iron
104671,2.32,Chai,18-Feb-00,Iron
105474,2.95,Chai,18-Feb-00,Iron
106266,2.88,Chai,18-Feb-00,Iron
110700,1.51,Kannika,18-Feb-00,Iron
111501,1.16,Kannika,18-Feb-00,Iron
112298,1.44,Kannika,18-Feb-00,Iron
107056,1.66,Somchair,19-Feb-00,Iron
107863,1.05,Busarakhan,19-Feb-00,Iron
113097,1.82,Sakda,19-Feb-00,Iron
113898,1.75,Sakda,19-Feb-00,Iron
114693,1.84,Sakda,19-Feb-00,Iron
96770,0.82,Boonsri,10-Mar-00,Iron
97566,0.98,Boonsri,10-Mar-00,Iron
98355,0.79,Boonsri,10-Mar-00,Iron
103899,1.25,Kohsoom,12-Mar-00,Iron
104708,0.72,Chai,18-Mar-00,Iron
105511,0.85,Chai,18-Mar-00,Iron
106303,0.78,Chai,18-Mar-00,Iron
107093,1.04,Somchair,19-Mar-00,Iron
107900,1.65,Busarakhan,19-Mar-00,Iron
113134,1.25,Sakda,23-Mar-00,Iron
113935,1.18,Sakda,23-Mar-00,Iron
114730,1.34,Sakda,23-Mar-00,Iron
110737,0.68,Kannika,24-Mar-00,Iron
111538,0.45,Kannika,24-Mar-00,Iron
112335,0.52,Kannika,24-Mar-00,Iron
96808,0.39,Boonsri,14-Apr-00,Iron
97601,0.62,Boonsri,14-Apr-00,Iron
98390,0.71,Boonsri,14-Apr-00,Iron
103937,0.73,Kohsoom,16-Apr-00,Iron
104746,0.75,Chai,28-Apr-00,Iron
105549,0.65,Chai,28-Apr-00,Iron
106341,0.71,Chai,28-Apr-00,Iron
107131,1.52,Somchair,28-Apr-00,Iron
107938,1.69,Busarakhan,29-Apr-00,Iron
110775,1.51,Kannika,29-Apr-00,Iron
111576,1.07,Kannika,29-Apr-00,Iron
112373,1.62,Kannika,29-Apr-00,Iron
113172,1.3,Sakda,29-Apr-00,Iron
113973,1.33,Sakda,29-Apr-00,Iron
114768,1.14,Sakda,29-Apr-00,Iron
96847,0.22,Boonsri,12-May-00,Iron
97640,0.51,Boonsri,12-May-00,Iron
98429,0.34,Boonsri,12-May-00,Iron
103976,0.41,Kohsoom,14-May-00,Iron
104783,0.25,Chai,19-May-00,Iron
105587,0.25,Chai,19-May-00,Iron
106379,0.3,Chai,19-May-00,Iron
107169,1.64,Somchair,20-May-00,Iron
113211,1.1,Sakda,26-May-00,Iron
114012,1.22,Sakda,26-May-00,Iron
114806,1.14,Sakda,26-May-00,Iron
107977,0.8,Busarakhan,27-May-00,Iron
110813,1.48,Kannika,27-May-00,Iron
111614,1.96,Kannika,27-May-00,Iron
112410,1.81,Kannika,27-May-00,Iron
96884,0.35,Boonsri,9-Jun-00,Iron
97676,0.32,Boonsri,9-Jun-00,Iron
98465,0.32,Boonsri,9-Jun-00,Iron
113249,0.48,Sakda,24-Jun-00,Iron
114050,1.4,Sakda,24-Jun-00,Iron
114844,1,Sakda,24-Jun-00,Iron
110851,1.07,Kannika,25-Jun-00,Iron
111652,0.73,Kannika,25-Jun-00,Iron
112448,1.48,Kannika,25-Jun-00,Iron
108015,1.77,Busarakhan,26-Jun-00,Iron
107207,2.41,Somchair,27-Jun-00,Iron
104821,1.29,Chai,28-Jun-00,Iron
105625,0.93,Chai,28-Jun-00,Iron
106417,0.83,Chai,28-Jun-00,Iron
104014,2.53,Kohsoom,29-Jun-00,Iron
96923,0.23,Boonsri,14-Jul-00,Iron
97715,0.67,Boonsri,14-Jul-00,Iron
98504,0.8,Boonsri,14-Jul-00,Iron
104058,0.44,Kohsoom,16-Jul-00,Iron
104862,0.83,Chai,21-Jul-00,Iron
105663,0.76,Chai,21-Jul-00,Iron
106454,0.67,Chai,21-Jul-00,Iron
107249,2.18,Somchair,27-Jul-00,Iron
108057,0.68,Busarakhan,28-Jul-00,Iron
110886,1.67,Kannika,28-Jul-00,Iron
111688,2.24,Kannika,28-Jul-00,Iron
112489,1.4,Kannika,28-Jul-00,Iron
113284,1.95,Sakda,29-Jul-00,Iron
114086,1.75,Sakda,29-Jul-00,Iron
114885,1.38,Sakda,29-Jul-00,Iron
96958,0.53,Boonsri,17-Aug-00,Iron
97750,0.64,Boonsri,17-Aug-00,Iron
98539,0.62,Boonsri,17-Aug-00,Iron
104099,2.35,Kohsoom,25-Aug-00,Iron
104904,0.7,Chai,26-Aug-00,Iron
105695,0.81,Chai,26-Aug-00,Iron
106486,0.79,Chai,26-Aug-00,Iron
107289,1.14,Somchair,27-Aug-00,Iron
108097,1.33,Busarakhan,28-Aug-00,Iron
110927,1.32,Kannika,28-Aug-00,Iron
111723,0.63,Kannika,28-Aug-00,Iron
112524,0.96,Kannika,28-Aug-00,Iron
113325,0.79,Sakda,29-Aug-00,Iron
114121,0.59,Sakda,29-Aug-00,Iron
114920,0.8,Sakda,29-Aug-00,Iron
96992,1.13,Boonsri,8-Sep-00,Iron
97785,0.88,Boonsri,8-Sep-00,Iron
98573,0.72,Boonsri,8-Sep-00,Iron
104135,1.27,Kohsoom,10-Sep-00,Iron
113360,0.99,Sakda,21-Sep-00,Iron
114155,1.07,Sakda,21-Sep-00,Iron
114954,0.71,Sakda,21-Sep-00,Iron
104938,0.67,Chai,23-Sep-00,Iron
105730,0.16,Chai,23-Sep-00,Iron
106521,0.13,Chai,23-Sep-00,Iron
110961,0.76,Kannika,23-Sep-00,Iron
111758,0.74,Kannika,23-Sep-00,Iron
112558,0.37,Kannika,23-Sep-00,Iron
107323,2.04,Somchair,24-Sep-00,Iron
108133,1.71,Busarakhan,24-Sep-00,Iron
97026,0.35,Boonsri,6-Oct-00,Iron
97819,0.46,Boonsri,6-Oct-00,Iron
98607,0.46,Boonsri,6-Oct-00,Iron
104170,1.05,Kohsoom,15-Oct-00,Iron
104973,0.47,Chai,16-Oct-00,Iron
105765,0.44,Chai,16-Oct-00,Iron
106553,0.28,Chai,16-Oct-00,Iron
107358,2.12,Somchair,17-Oct-00,Iron
108168,1.6,Busarakhan,18-Oct-00,Iron
110995,1.68,Kannika,18-Oct-00,Iron
111793,2.14,Kannika,18-Oct-00,Iron
112592,1.38,Kannika,18-Oct-00,Iron
113394,1.86,Sakda,19-Oct-00,Iron
114189,1.64,Sakda,19-Oct-00,Iron
114988,1.88,Sakda,19-Oct-00,Iron
97061,0.4,Boonsri,10-Nov-00,Iron
97854,0.32,Boonsri,10-Nov-00,Iron
98642,0.5,Boonsri,10-Nov-00,Iron
104204,1.38,Kohsoom,12-Nov-00,Iron
105008,0.52,Chai,18-Nov-00,Iron
105800,0.48,Chai,18-Nov-00,Iron
106587,0.37,Chai,18-Nov-00,Iron
107393,1.85,Somchair,23-Nov-00,Iron
113429,1.58,Sakda,23-Nov-00,Iron
114224,1.42,Sakda,23-Nov-00,Iron
115023,1.37,Sakda,23-Nov-00,Iron
108202,1.28,Busarakhan,24-Nov-00,Iron
111031,1.48,Kannika,25-Nov-00,Iron
111828,1.89,Kannika,25-Nov-00,Iron
112627,1.25,Kannika,25-Nov-00,Iron
105042,0.43,Chai,3-Dec-00,Iron
105834,0.37,Chai,3-Dec-00,Iron
106620,0.52,Chai,3-Dec-00,Iron
107427,1.62,Somchair,4-Dec-00,Iron
108235,1.32,Busarakhan,4-Dec-00,Iron
97095,0.5,Boonsri,8-Dec-00,Iron
97887,0.28,Boonsri,8-Dec-00,Iron
98675,0.32,Boonsri,8-Dec-00,Iron
104238,1.27,Kohsoom,10-Dec-00,Iron
111065,1.56,Kannika,30-Dec-00,Iron
111862,1.32,Kannika,30-Dec-00,Iron
112661,1.76,Kannika,30-Dec-00,Iron
113463,1.68,Sakda,30-Dec-00,Iron
114258,1.52,Sakda,30-Dec-00,Iron
115057,1.25,Sakda,30-Dec-00,Iron
166042,1.41,Chai,16-Jan-01,Iron
166761,1.72,Chai,16-Jan-01,Iron
167477,1.69,Chai,16-Jan-01,Iron
168193,0.21,Somchair,17-Jan-01,Iron
168900,0.1,Busarakhan,17-Jan-01,Iron
173718,1.22,Sakda,25-Jan-01,Iron
174464,1.16,Sakda,25-Jan-01,Iron
175210,1.35,Sakda,25-Jan-01,Iron
171489,1.18,Kannika,27-Jan-01,Iron
172233,1.32,Kannika,27-Jan-01,Iron
172976,1.61,Kannika,27-Jan-01,Iron
165289,0.2,Kohsoom,28-Jan-01,Iron
166076,0.99,Chai,17-Feb-01,Iron
166795,1,Chai,17-Feb-01,Iron
167511,0.8,Chai,17-Feb-01,Iron
165325,0.89,Kohsoom,18-Feb-01,Iron
168225,4.53,Somchair,18-Feb-01,Iron
168933,1.3,Busarakhan,18-Feb-01,Iron
173753,2.08,Sakda,22-Feb-01,Iron
174499,2.04,Sakda,22-Feb-01,Iron
175245,2.09,Sakda,22-Feb-01,Iron
171524,1.55,Kannika,24-Feb-01,Iron
172268,1.21,Kannika,24-Feb-01,Iron
173011,1.57,Kannika,24-Feb-01,Iron
165361,0.41,Kohsoom,18-Mar-01,Iron
173790,1.23,Sakda,22-Mar-01,Iron
174536,0.98,Sakda,22-Mar-01,Iron
175282,1.44,Sakda,22-Mar-01,Iron
171561,1.55,Kannika,25-Mar-01,Iron
172305,1.77,Kannika,25-Mar-01,Iron
173048,1.06,Kannika,25-Mar-01,Iron
166113,0.92,Chai,31-Mar-01,Iron
166832,0.78,Chai,31-Mar-01,Iron
167548,0.79,Chai,31-Mar-01,Iron
168262,1.35,Somchair,31-Mar-01,Iron
168970,0.25,Busarakhan,31-Mar-01,Iron
158857,0.38,Boonsri,19-Apr-01,Iron
159543,0.42,Boonsri,19-Apr-01,Iron
160226,0.42,Boonsri,19-Apr-01,Iron
165395,1.53,Kohsoom,27-Apr-01,Iron
166150,0.96,Chai,27-Apr-01,Iron
166869,0.96,Chai,27-Apr-01,Iron
167585,0.82,Chai,27-Apr-01,Iron
168299,8.73,Somchair,29-Apr-01,Iron
169007,0.52,Busarakhan,29-Apr-01,Iron
171598,2.6,Kannika,29-Apr-01,Iron
172342,1.62,Kannika,29-Apr-01,Iron
173085,1.73,Kannika,29-Apr-01,Iron
173827,1.5,Sakda,30-Apr-01,Iron
174573,1.71,Sakda,30-Apr-01,Iron
175319,1.6,Sakda,30-Apr-01,Iron
158891,0.39,Boonsri,4-May-01,Iron
159576,0.35,Boonsri,4-May-01,Iron
160259,0.4,Boonsri,4-May-01,Iron
165430,0.26,Kohsoom,13-May-01,Iron
166185,0.6,Chai,27-May-01,Iron
166904,0.76,Chai,27-May-01,Iron
167620,0.6,Chai,27-May-01,Iron
171633,0.62,Kannika,27-May-01,Iron
172377,0.53,Kannika,27-May-01,Iron
173120,0.59,Kannika,27-May-01,Iron
173862,0.41,Sakda,27-May-01,Iron
174608,0.32,Sakda,27-May-01,Iron
175354,0.58,Sakda,27-May-01,Iron
168335,0.4,Somchair,28-May-01,Iron
169042,0.38,Busarakhan,28-May-01,Iron
158925,0.42,Boonsri,6-Jun-01,Iron
159607,0.47,Boonsri,6-Jun-01,Iron
160290,0.39,Boonsri,6-Jun-01,Iron
165467,1.93,Kohsoom,19-Jun-01,Iron
166222,0.55,Chai,19-Jun-01,Iron
166941,0.55,Chai,19-Jun-01,Iron
167656,0.41,Chai,19-Jun-01,Iron
168372,0.94,Somchair,21-Jun-01,Iron
169079,0.73,Busarakhan,21-Jun-01,Iron
171670,1.41,Kannika,21-Jun-01,Iron
172414,0.82,Kannika,21-Jun-01,Iron
173157,1.64,Kannika,21-Jun-01,Iron
173899,1.42,Sakda,21-Jun-01,Iron
174645,1.36,Sakda,21-Jun-01,Iron
175391,1.1,Sakda,21-Jun-01,Iron
166260,4.05,Chai,7-Jul-01,Iron
166979,4.06,Chai,7-Jul-01,Iron
167694,3.91,Chai,7-Jul-01,Iron
158962,1.01,Boonsri,27-Jul-01,Iron
159644,0.69,Boonsri,27-Jul-01,Iron
160327,1.01,Boonsri,27-Jul-01,Iron
165505,0.41,Kohsoom,27-Jul-01,Iron
171707,1.7,Kannika,27-Jul-01,Iron
172449,1.56,Kannika,27-Jul-01,Iron
173194,1.55,Kannika,27-Jul-01,Iron
173937,2.02,Sakda,27-Jul-01,Iron
174682,3.46,Sakda,27-Jul-01,Iron
175429,1.72,Sakda,27-Jul-01,Iron
168409,0.5,Somchair,28-Jul-01,Iron
169116,1.07,Busarakhan,28-Jul-01,Iron
