id,Magnesium value,location,sample date,measure
298961,35.5,Chai,14-Dec-03,Magnesium
299629,28.21,Chai,14-Dec-03,Magnesium
300307,28.21,Chai,14-Dec-03,Magnesium
293412,17.4,Boonsri,18-Dec-03,Magnesium
294030,14.5,Boonsri,18-Dec-03,Magnesium
294648,15.5,Boonsri,18-Dec-03,Magnesium
303469,16.5,Kannika,18-Dec-03,Magnesium
303815,16.5,Kannika,18-Dec-03,Magnesium
304174,16.5,Kannika,18-Dec-03,Magnesium
304513,21.1,Sakda,18-Dec-03,Magnesium
304859,23.5,Sakda,18-Dec-03,Magnesium
305218,18.7,Sakda,18-Dec-03,Magnesium
300706,21.1,Somchair,19-Dec-03,Magnesium
301079,23.5,Busarakhan,19-Dec-03,Magnesium
298293,29.1,Kohsoom,20-Dec-03,Magnesium
298988,35.2,Chai,21-Dec-03,Magnesium
299656,35.2,Chai,21-Dec-03,Magnesium
300334,35.5,Chai,21-Dec-03,Magnesium
501116,16.49,Boonsri,8-Jan-04,Magnesium
511268,14.1,Chai,22-Jan-04,Magnesium
512259,12.48,Chai,22-Jan-04,Magnesium
513412,12.48,Chai,22-Jan-04,Magnesium
514397,59,Somchair,23-Jan-04,Magnesium
515149,35.5,Busarakhan,23-Jan-04,Magnesium
501145,16.4,Boonsri,29-Jan-04,Magnesium
502280,17.4,Boonsri,29-Jan-04,Magnesium
503494,19.4,Boonsri,29-Jan-04,Magnesium
520694,44.7,Sakda,29-Jan-04,Magnesium
521406,44.7,Sakda,29-Jan-04,Magnesium
522196,44.9,Sakda,29-Jan-04,Magnesium
510438,26.7,Kohsoom,31-Jan-04,Magnesium
501169,12.61,Boonsri,12-Feb-04,Magnesium
502304,11.64,Boonsri,12-Feb-04,Magnesium
503518,12.61,Boonsri,12-Feb-04,Magnesium
511341,35.2,Chai,13-Feb-04,Magnesium
512332,37.6,Chai,13-Feb-04,Magnesium
513485,35.2,Chai,13-Feb-04,Magnesium
515187,49.6,Busarakhan,14-Feb-04,Magnesium
518643,16.5,Kannika,19-Feb-04,Magnesium
519303,16.5,Kannika,19-Feb-04,Magnesium
520032,16.5,Kannika,19-Feb-04,Magnesium
520730,16.5,Sakda,19-Feb-04,Magnesium
521442,16.5,Sakda,19-Feb-04,Magnesium
522232,16.5,Sakda,19-Feb-04,Magnesium
501210,13.5,Boonsri,26-Feb-04,Magnesium
502338,10.6,Boonsri,26-Feb-04,Magnesium
503551,9.7,Boonsri,26-Feb-04,Magnesium
510462,24,Kohsoom,28-Feb-04,Magnesium
501243,9.7,Boonsri,12-Mar-04,Magnesium
502379,9.7,Boonsri,12-Mar-04,Magnesium
503583,10.6,Boonsri,12-Mar-04,Magnesium
511397,14.34,Chai,12-Mar-04,Magnesium
512404,14.34,Chai,12-Mar-04,Magnesium
513541,14.34,Chai,12-Mar-04,Magnesium
514452,16.5,Somchair,14-Mar-04,Magnesium
515224,30.6,Busarakhan,14-Mar-04,Magnesium
520764,11.9,Sakda,19-Mar-04,Magnesium
521484,11.9,Sakda,19-Mar-04,Magnesium
522266,9.4,Sakda,19-Mar-04,Magnesium
511431,21.4,Chai,21-Mar-04,Magnesium
512445,21.4,Chai,21-Mar-04,Magnesium
513575,18.9,Chai,21-Mar-04,Magnesium
501270,9.7,Boonsri,26-Mar-04,Magnesium
502413,9.7,Boonsri,26-Mar-04,Magnesium
503610,9.7,Boonsri,26-Mar-04,Magnesium
510502,26,Kohsoom,28-Mar-04,Magnesium
518674,24.3,Kannika,30-Mar-04,Magnesium
519341,24.3,Kannika,30-Mar-04,Magnesium
520064,26.7,Kannika,30-Mar-04,Magnesium
501300,14.55,Boonsri,9-Apr-04,Magnesium
502453,14.55,Boonsri,9-Apr-04,Magnesium
503642,15.52,Boonsri,9-Apr-04,Magnesium
511459,26.7,Chai,12-Apr-04,Magnesium
512481,24.3,Chai,12-Apr-04,Magnesium
513602,24.3,Chai,12-Apr-04,Magnesium
514489,29.1,Somchair,16-Apr-04,Magnesium
515262,46.2,Busarakhan,16-Apr-04,Magnesium
501332,14.5,Boonsri,23-Apr-04,Magnesium
502493,13.5,Boonsri,23-Apr-04,Magnesium
503674,13.5,Boonsri,23-Apr-04,Magnesium
520793,17,Sakda,23-Apr-04,Magnesium
521522,14.5,Sakda,23-Apr-04,Magnesium
522295,19.4,Sakda,23-Apr-04,Magnesium
518695,24.3,Kannika,24-Apr-04,Magnesium
519362,24.3,Kannika,24-Apr-04,Magnesium
520085,24.3,Kannika,24-Apr-04,Magnesium
510543,24,Kohsoom,25-Apr-04,Magnesium
511513,35.5,Chai,16-May-04,Magnesium
512551,37.6,Chai,16-May-04,Magnesium
513657,40.1,Chai,16-May-04,Magnesium
518722,26,Kannika,22-May-04,Magnesium
519397,18.9,Kannika,22-May-04,Magnesium
520115,25,Kannika,22-May-04,Magnesium
520823,23.5,Sakda,22-May-04,Magnesium
521558,23.5,Sakda,22-May-04,Magnesium
522323,26,Sakda,22-May-04,Magnesium
501388,13.58,Boonsri,28-May-04,Magnesium
502565,12.61,Boonsri,28-May-04,Magnesium
503730,12.61,Boonsri,28-May-04,Magnesium
510582,26,Kohsoom,30-May-04,Magnesium
514525,21.1,Somchair,30-May-04,Magnesium
515298,18.9,Busarakhan,30-May-04,Magnesium
501422,9.7,Boonsri,11-Jun-04,Magnesium
502606,9.7,Boonsri,11-Jun-04,Magnesium
503763,10.67,Boonsri,11-Jun-04,Magnesium
518754,14.3,Kannika,12-Jun-04,Magnesium
519436,26,Kannika,12-Jun-04,Magnesium
520147,23.8,Kannika,12-Jun-04,Magnesium
520854,19.2,Sakda,12-Jun-04,Magnesium
521598,21.6,Sakda,12-Jun-04,Magnesium
522355,23.8,Sakda,12-Jun-04,Magnesium
511562,26.2,Chai,18-Jun-04,Magnesium
512614,23.8,Chai,18-Jun-04,Magnesium
513705,21.4,Chai,18-Jun-04,Magnesium
514565,28.9,Somchair,19-Jun-04,Magnesium
515338,28.9,Busarakhan,19-Jun-04,Magnesium
501457,14.5,Boonsri,25-Jun-04,Magnesium
502641,13.5,Boonsri,25-Jun-04,Magnesium
503796,15.5,Boonsri,25-Jun-04,Magnesium
510621,24,Kohsoom,27-Jun-04,Magnesium
514598,35.9,Somchair,2-Jul-04,Magnesium
515374,18.9,Busarakhan,2-Jul-04,Magnesium
501488,15.52,Boonsri,9-Jul-04,Magnesium
502672,13.58,Boonsri,9-Jul-04,Magnesium
503827,13.58,Boonsri,9-Jul-04,Magnesium
518782,35.7,Kannika,10-Jul-04,Magnesium
519472,30.8,Kannika,10-Jul-04,Magnesium
520176,33.3,Kannika,10-Jul-04,Magnesium
520883,33.3,Sakda,10-Jul-04,Magnesium
521634,33.3,Sakda,10-Jul-04,Magnesium
522384,30.8,Sakda,10-Jul-04,Magnesium
511613,33.3,Chai,12-Jul-04,Magnesium
512679,35.7,Chai,12-Jul-04,Magnesium
513756,33.3,Chai,12-Jul-04,Magnesium
501523,7.7,Boonsri,23-Jul-04,Magnesium
502716,12.6,Boonsri,23-Jul-04,Magnesium
503864,9.7,Boonsri,23-Jul-04,Magnesium
510652,24,Kohsoom,25-Jul-04,Magnesium
501558,10.67,Boonsri,13-Aug-04,Magnesium
502759,12.61,Boonsri,13-Aug-04,Magnesium
503899,12.61,Boonsri,13-Aug-04,Magnesium
511665,16.8,Chai,13-Aug-04,Magnesium
512746,19.2,Chai,13-Aug-04,Magnesium
513808,12.2,Chai,13-Aug-04,Magnesium
514635,11.9,Somchair,14-Aug-04,Magnesium
515412,28.9,Busarakhan,14-Aug-04,Magnesium
518813,33.8,Kannika,19-Aug-04,Magnesium
519509,33.8,Kannika,19-Aug-04,Magnesium
520205,31.4,Kannika,19-Aug-04,Magnesium
520913,21.6,Sakda,19-Aug-04,Magnesium
521671,19.2,Sakda,19-Aug-04,Magnesium
522414,21.6,Sakda,19-Aug-04,Magnesium
501592,9.7,Boonsri,27-Aug-04,Magnesium
502801,8.7,Boonsri,27-Aug-04,Magnesium
503933,9.7,Boonsri,27-Aug-04,Magnesium
510695,24,Kohsoom,29-Aug-04,Magnesium
518842,24,Kannika,3-Sep-04,Magnesium
519544,17,Kannika,3-Sep-04,Magnesium
520233,24,Kannika,3-Sep-04,Magnesium
520944,19.2,Sakda,3-Sep-04,Magnesium
521708,12.1,Sakda,3-Sep-04,Magnesium
522443,14.5,Sakda,3-Sep-04,Magnesium
514674,31.3,Somchair,4-Sep-04,Magnesium
515451,38.4,Busarakhan,4-Sep-04,Magnesium
511718,40.8,Chai,9-Sep-04,Magnesium
512814,40.8,Chai,9-Sep-04,Magnesium
513860,35.9,Chai,9-Sep-04,Magnesium
501627,12.61,Boonsri,10-Sep-04,Magnesium
502844,11.64,Boonsri,10-Sep-04,Magnesium
503968,12.61,Boonsri,10-Sep-04,Magnesium
501662,13.58,Boonsri,24-Sep-04,Magnesium
502887,13.58,Boonsri,24-Sep-04,Magnesium
504003,13.58,Boonsri,24-Sep-04,Magnesium
510738,26,Kohsoom,27-Sep-04,Magnesium
501705,15.52,Boonsri,8-Oct-04,Magnesium
502923,14.55,Boonsri,8-Oct-04,Magnesium
504039,14.55,Boonsri,8-Oct-04,Magnesium
518871,26.2,Kannika,9-Oct-04,Magnesium
519580,23.8,Kannika,9-Oct-04,Magnesium
520261,23.8,Kannika,9-Oct-04,Magnesium
520973,31.1,Sakda,9-Oct-04,Magnesium
521744,31.1,Sakda,9-Oct-04,Magnesium
522471,26.2,Sakda,9-Oct-04,Magnesium
511770,26.2,Chai,11-Oct-04,Magnesium
512882,26.2,Chai,11-Oct-04,Magnesium
513911,26,Chai,11-Oct-04,Magnesium
514712,24.4,Somchair,21-Oct-04,Magnesium
515488,26.2,Busarakhan,21-Oct-04,Magnesium
501739,14.55,Boonsri,22-Oct-04,Magnesium
502965,14.55,Boonsri,22-Oct-04,Magnesium
504073,14.55,Boonsri,22-Oct-04,Magnesium
510782,22,Kohsoom,24-Oct-04,Magnesium
501775,9.7,Boonsri,5-Nov-04,Magnesium
503009,9.7,Boonsri,5-Nov-04,Magnesium
504109,10.18,Boonsri,5-Nov-04,Magnesium
511809,19.21,Chai,21-Nov-04,Magnesium
512933,21.4,Chai,21-Nov-04,Magnesium
513949,21.64,Chai,21-Nov-04,Magnesium
501818,9.7,Boonsri,26-Nov-04,Magnesium
503044,11.64,Boonsri,26-Nov-04,Magnesium
504144,12.61,Boonsri,26-Nov-04,Magnesium
510826,26.8,Kohsoom,28-Nov-04,Magnesium
501853,10.7,Boonsri,3-Dec-04,Magnesium
503087,9.7,Boonsri,3-Dec-04,Magnesium
504179,11.6,Boonsri,3-Dec-04,Magnesium
514757,28.6,Somchair,3-Dec-04,Magnesium
515533,38.1,Busarakhan,3-Dec-04,Magnesium
511856,28.4,Chai,5-Dec-04,Magnesium
512993,28.6,Chai,5-Dec-04,Magnesium
513995,28.4,Chai,5-Dec-04,Magnesium
518911,28.4,Kannika,11-Dec-04,Magnesium
519632,33.3,Kannika,11-Dec-04,Magnesium
520301,28.4,Kannika,11-Dec-04,Magnesium
521014,26.2,Sakda,11-Dec-04,Magnesium
521796,30.8,Sakda,11-Dec-04,Magnesium
522511,28.4,Sakda,11-Dec-04,Magnesium
501883,11.64,Boonsri,17-Dec-04,Magnesium
510870,24,Kohsoom,19-Dec-04,Magnesium
589633,14.55,Boonsri,14-Jan-05,Magnesium
591228,14.55,Boonsri,14-Jan-05,Magnesium
592983,12.61,Boonsri,14-Jan-05,Magnesium
613524,32.099998,Kannika,16-Jan-05,Magnesium
614459,31.799999,Kannika,16-Jan-05,Magnesium
615476,34.5,Kannika,16-Jan-05,Magnesium
616405,34.200001,Sakda,16-Jan-05,Magnesium
617342,36.700001,Sakda,16-Jan-05,Magnesium
618364,36.700001,Sakda,16-Jan-05,Magnesium
607564,9.9,Somchair,22-Jan-05,Magnesium
608511,9.9,Busarakhan,22-Jan-05,Magnesium
603323,26.9,Chai,27-Jan-05,Magnesium
604682,24.5,Chai,27-Jan-05,Magnesium
606213,24.5,Chai,27-Jan-05,Magnesium
589684,7.7,Boonsri,28-Jan-05,Magnesium
591286,10.6,Boonsri,28-Jan-05,Magnesium
593033,8.7,Boonsri,28-Jan-05,Magnesium
602366,26,Kohsoom,30-Jan-05,Magnesium
589736,11.64,Boonsri,11-Feb-05,Magnesium
591346,14.55,Boonsri,11-Feb-05,Magnesium
593085,15.52,Boonsri,11-Feb-05,Magnesium
613570,22.1,Kannika,11-Feb-05,Magnesium
614512,22.1,Kannika,11-Feb-05,Magnesium
615523,24.5,Kannika,11-Feb-05,Magnesium
616452,22.1,Sakda,11-Feb-05,Magnesium
617396,22.1,Sakda,11-Feb-05,Magnesium
618410,22.1,Sakda,11-Feb-05,Magnesium
607611,27.200001,Somchair,20-Feb-05,Magnesium
608558,34.200001,Busarakhan,20-Feb-05,Magnesium
603391,29.4,Chai,21-Feb-05,Magnesium
604765,29.4,Chai,21-Feb-05,Magnesium
606281,29.4,Chai,21-Feb-05,Magnesium
589779,20.299999,Boonsri,24-Feb-05,Magnesium
591396,21.299999,Boonsri,24-Feb-05,Magnesium
593127,22.299999,Boonsri,24-Feb-05,Magnesium
602416,24,Kohsoom,27-Feb-05,Magnesium
589830,10.67,Boonsri,11-Mar-05,Magnesium
591455,10.67,Boonsri,11-Mar-05,Magnesium
593178,15.52,Boonsri,11-Mar-05,Magnesium
613611,19.6,Kannika,11-Mar-05,Magnesium
614560,19.6,Kannika,11-Mar-05,Magnesium
615562,17.200001,Kannika,11-Mar-05,Magnesium
616494,22.1,Sakda,11-Mar-05,Magnesium
617442,22.1,Sakda,11-Mar-05,Magnesium
618448,24.5,Sakda,11-Mar-05,Magnesium
603454,43.700001,Chai,17-Mar-05,Magnesium
604834,43.700001,Chai,17-Mar-05,Magnesium
606343,41.299999,Chai,17-Mar-05,Magnesium
607658,24.299999,Somchair,24-Mar-05,Magnesium
608606,65.599998,Busarakhan,24-Mar-05,Magnesium
589882,18.4,Boonsri,25-Mar-05,Magnesium
591514,22.299999,Boonsri,25-Mar-05,Magnesium
593230,18.4,Boonsri,25-Mar-05,Magnesium
602470,26,Kohsoom,27-Mar-05,Magnesium
589937,17.459999,Boonsri,8-Apr-05,Magnesium
591577,18.43,Boonsri,8-Apr-05,Magnesium
593285,21.34,Boonsri,8-Apr-05,Magnesium
613656,24.32,Kannika,8-Apr-05,Magnesium
614613,21.879999,Kannika,8-Apr-05,Magnesium
615606,21.879999,Kannika,8-Apr-05,Magnesium
616538,24.299999,Sakda,8-Apr-05,Magnesium
617493,21.799999,Sakda,8-Apr-05,Magnesium
618491,19.4,Sakda,8-Apr-05,Magnesium
603538,31.6,Chai,11-Apr-05,Magnesium
604930,34,Chai,11-Apr-05,Magnesium
606426,26.700001,Chai,11-Apr-05,Magnesium
589989,10.6,Boonsri,22-Apr-05,Magnesium
591636,11.6,Boonsri,22-Apr-05,Magnesium
593335,11.6,Boonsri,22-Apr-05,Magnesium
607705,41.299999,Somchair,24-Apr-05,Magnesium
608653,55.900002,Busarakhan,24-Apr-05,Magnesium
602524,24,Kohsoom,25-Apr-05,Magnesium
590043,11.64,Boonsri,13-May-05,Magnesium
591699,14.55,Boonsri,13-May-05,Magnesium
593389,11.64,Boonsri,13-May-05,Magnesium
613706,28.6,Kannika,13-May-05,Magnesium
614669,21.4,Kannika,13-May-05,Magnesium
615655,18.9,Kannika,13-May-05,Magnesium
616587,23.799999,Sakda,13-May-05,Magnesium
617547,23.799999,Sakda,13-May-05,Magnesium
618539,21.1,Sakda,13-May-05,Magnesium
603625,23.799999,Chai,16-May-05,Magnesium
605031,28.4,Chai,16-May-05,Magnesium
606512,33.299999,Chai,16-May-05,Magnesium
590117,8.73,Boonsri,28-May-05,Magnesium
591773,10.67,Boonsri,28-May-05,Magnesium
593464,12.61,Boonsri,28-May-05,Magnesium
602597,29,Kohsoom,29-May-05,Magnesium
607755,16.5,Somchair,29-May-05,Magnesium
608702,21.4,Busarakhan,29-May-05,Magnesium
590154,10.67,Boonsri,10-Jun-05,Magnesium
591810,10.67,Boonsri,10-Jun-05,Magnesium
593501,11.64,Boonsri,10-Jun-05,Magnesium
613755,23.799999,Kannika,10-Jun-05,Magnesium
614726,28.6,Kannika,10-Jun-05,Magnesium
615704,28.6,Kannika,10-Jun-05,Magnesium
616638,23.799999,Sakda,10-Jun-05,Magnesium
617604,23.799999,Sakda,10-Jun-05,Magnesium
618588,28.6,Sakda,10-Jun-05,Magnesium
603712,31.1,Chai,13-Jun-05,Magnesium
605128,30.799999,Chai,13-Jun-05,Magnesium
606599,31.1,Chai,13-Jun-05,Magnesium
607804,17,Somchair,17-Jun-05,Magnesium
608752,17,Busarakhan,17-Jun-05,Magnesium
590206,13.58,Boonsri,24-Jun-05,Magnesium
591869,11.64,Boonsri,24-Jun-05,Magnesium
593553,11.64,Boonsri,24-Jun-05,Magnesium
602633,34,Kohsoom,26-Jun-05,Magnesium
590260,12.61,Boonsri,8-Jul-05,Magnesium
591927,13.58,Boonsri,8-Jul-05,Magnesium
593607,12.61,Boonsri,8-Jul-05,Magnesium
613809,14.5,Kannika,8-Jul-05,Magnesium
614785,17.02,Kannika,8-Jul-05,Magnesium
615757,14.5,Kannika,8-Jul-05,Magnesium
616693,14.5,Sakda,8-Jul-05,Magnesium
617666,17.02,Sakda,8-Jul-05,Magnesium
618642,14.5,Sakda,8-Jul-05,Magnesium
590316,12.61,Boonsri,22-Jul-05,Magnesium
591991,11.64,Boonsri,22-Jul-05,Magnesium
593663,12.61,Boonsri,22-Jul-05,Magnesium
603803,26.700001,Chai,23-Jul-05,Magnesium
605233,29.1,Chai,23-Jul-05,Magnesium
606690,26.700001,Chai,23-Jul-05,Magnesium
602672,29,Kohsoom,24-Jul-05,Magnesium
607855,31.6,Somchair,24-Jul-05,Magnesium
608804,46.200001,Busarakhan,24-Jul-05,Magnesium
590370,14.55,Boonsri,12-Aug-05,Magnesium
592052,11.64,Boonsri,12-Aug-05,Magnesium
593717,11.64,Boonsri,12-Aug-05,Magnesium
613862,14.5,Kannika,12-Aug-05,Magnesium
614847,17,Kannika,12-Aug-05,Magnesium
615810,17,Kannika,12-Aug-05,Magnesium
616747,17,Sakda,12-Aug-05,Magnesium
617728,19.4,Sakda,12-Aug-05,Magnesium
618695,19.4,Sakda,12-Aug-05,Magnesium
607907,26.700001,Somchair,14-Aug-05,Magnesium
608856,26.700001,Busarakhan,14-Aug-05,Magnesium
603896,19.4,Chai,18-Aug-05,Magnesium
605343,14.5,Chai,18-Aug-05,Magnesium
606783,17,Chai,18-Aug-05,Magnesium
590425,15.5,Boonsri,26-Aug-05,Magnesium
592115,11.6,Boonsri,26-Aug-05,Magnesium
593772,16.4,Boonsri,26-Aug-05,Magnesium
602748,24,Kohsoom,28-Aug-05,Magnesium
590482,11.64,Boonsri,9-Sep-05,Magnesium
592180,13.58,Boonsri,9-Sep-05,Magnesium
593829,13.58,Boonsri,9-Sep-05,Magnesium
613916,24.299999,Kannika,9-Sep-05,Magnesium
614908,21.799999,Kannika,9-Sep-05,Magnesium
615863,14.5,Kannika,9-Sep-05,Magnesium
616801,17,Sakda,9-Sep-05,Magnesium
617789,34,Sakda,9-Sep-05,Magnesium
618748,41.299999,Sakda,9-Sep-05,Magnesium
603991,14.5,Chai,22-Sep-05,Magnesium
605453,14.5,Chai,22-Sep-05,Magnesium
606876,17,Chai,22-Sep-05,Magnesium
590535,10.6,Boonsri,23-Sep-05,Magnesium
592236,11.6,Boonsri,23-Sep-05,Magnesium
593882,13.5,Boonsri,23-Sep-05,Magnesium
607959,21.799999,Somchair,24-Sep-05,Magnesium
608908,19.4,Busarakhan,24-Sep-05,Magnesium
602782,26.799999,Kohsoom,25-Sep-05,Magnesium
590590,17.459999,Boonsri,2-Oct-05,Magnesium
592294,16.49,Boonsri,2-Oct-05,Magnesium
593937,16.49,Boonsri,2-Oct-05,Magnesium
604085,17.700001,Chai,10-Oct-05,Magnesium
605562,17.9,Chai,10-Oct-05,Magnesium
606969,17.9,Chai,10-Oct-05,Magnesium
613967,28.200001,Kannika,14-Oct-05,Magnesium
614966,30.6,Kannika,14-Oct-05,Magnesium
615913,33.299999,Kannika,14-Oct-05,Magnesium
616851,38.400002,Sakda,14-Oct-05,Magnesium
617847,38.400002,Sakda,14-Oct-05,Magnesium
618798,38.400002,Sakda,14-Oct-05,Magnesium
590632,18.4,Boonsri,21-Oct-05,Magnesium
592348,16.4,Boonsri,21-Oct-05,Magnesium
593978,13.5,Boonsri,21-Oct-05,Magnesium
602831,24,Kohsoom,23-Oct-05,Magnesium
608010,20.4,Somchair,23-Oct-05,Magnesium
608958,20.4,Busarakhan,23-Oct-05,Magnesium
590677,10.67,Boonsri,6-Nov-05,Magnesium
592399,11.64,Boonsri,6-Nov-05,Magnesium
594022,9.7,Boonsri,6-Nov-05,Magnesium
614013,27.9,Kannika,11-Nov-05,Magnesium
615018,40.799999,Kannika,11-Nov-05,Magnesium
615960,30.6,Kannika,11-Nov-05,Magnesium
616897,25.5,Sakda,11-Nov-05,Magnesium
617901,35.700001,Sakda,11-Nov-05,Magnesium
618843,35.700001,Sakda,11-Nov-05,Magnesium
604167,17.700001,Chai,19-Nov-05,Magnesium
605661,20.4,Chai,19-Nov-05,Magnesium
607049,20.4,Chai,19-Nov-05,Magnesium
608061,17.9,Somchair,24-Nov-05,Magnesium
609007,23.1,Busarakhan,24-Nov-05,Magnesium
590724,13.5,Boonsri,25-Nov-05,Magnesium
592457,10.6,Boonsri,25-Nov-05,Magnesium
594068,13.5,Boonsri,25-Nov-05,Magnesium
602868,29.200001,Kohsoom,27-Nov-05,Magnesium
590768,11.64,Boonsri,2-Dec-05,Magnesium
592508,11.64,Boonsri,2-Dec-05,Magnesium
594115,12.61,Boonsri,2-Dec-05,Magnesium
604248,20.18,Chai,5-Dec-05,Magnesium
605757,20.18,Chai,5-Dec-05,Magnesium
607126,19.940001,Chai,5-Dec-05,Magnesium
614057,27.700001,Kannika,9-Dec-05,Magnesium
615068,37.599998,Kannika,9-Dec-05,Magnesium
616003,30.1,Kannika,9-Dec-05,Magnesium
616940,32.5,Sakda,9-Dec-05,Magnesium
617949,30.1,Sakda,9-Dec-05,Magnesium
618884,32.5,Sakda,9-Dec-05,Magnesium
590816,9.7,Boonsri,16-Dec-05,Magnesium
592564,11.6,Boonsri,16-Dec-05,Magnesium
594162,12.6,Boonsri,16-Dec-05,Magnesium
602913,27,Kohsoom,18-Dec-05,Magnesium
608106,44.900002,Somchair,22-Dec-05,Magnesium
609053,19.9,Busarakhan,22-Dec-05,Magnesium
683178,11.6,Boonsri,13-Jan-06,Magnesium
684770,12.6,Boonsri,13-Jan-06,Magnesium
686458,12.6,Boonsri,13-Jan-06,Magnesium
707022,25.7,Kannika,13-Jan-06,Magnesium
707966,25.7,Kannika,13-Jan-06,Magnesium
708995,23.3,Kannika,13-Jan-06,Magnesium
709956,16.5,Sakda,13-Jan-06,Magnesium
710900,16.5,Sakda,13-Jan-06,Magnesium
711905,16.2,Sakda,13-Jan-06,Magnesium
696829,42,Chai,19-Jan-06,Magnesium
698196,39.6,Chai,19-Jan-06,Magnesium
699702,37.2,Chai,19-Jan-06,Magnesium
683222,10.67,Boonsri,27-Jan-06,Magnesium
684821,9.7,Boonsri,27-Jan-06,Magnesium
686502,9.7,Boonsri,27-Jan-06,Magnesium
702026,46.6,Busarakhan,28-Jan-06,Magnesium
695873,29.2,Kohsoom,29-Jan-06,Magnesium
701068,16.2,Somchair,29-Jan-06,Magnesium
683271,9.7,Boonsri,10-Feb-06,Magnesium
684876,8.73,Boonsri,10-Feb-06,Magnesium
686553,9.7,Boonsri,10-Feb-06,Magnesium
707064,32.8,Kannika,10-Feb-06,Magnesium
708014,15.8,Kannika,10-Feb-06,Magnesium
709036,32.8,Kannika,10-Feb-06,Magnesium
709997,27.9,Sakda,10-Feb-06,Magnesium
710951,30.4,Sakda,10-Feb-06,Magnesium
711949,18.7,Sakda,10-Feb-06,Magnesium
683319,11.64,Boonsri,24-Feb-06,Magnesium
684924,11.64,Boonsri,24-Feb-06,Magnesium
686601,10.67,Boonsri,24-Feb-06,Magnesium
696905,25.7,Chai,24-Feb-06,Magnesium
698289,25.7,Chai,24-Feb-06,Magnesium
699778,25.7,Chai,24-Feb-06,Magnesium
701109,30.4,Somchair,25-Feb-06,Magnesium
702070,32.5,Busarakhan,25-Feb-06,Magnesium
695917,26.8,Kohsoom,26-Feb-06,Magnesium
683368,9.7,Boonsri,9-Mar-06,Magnesium
684973,9.7,Boonsri,9-Mar-06,Magnesium
686651,10.67,Boonsri,9-Mar-06,Magnesium
707103,27.9,Kannika,9-Mar-06,Magnesium
708057,30.4,Kannika,9-Mar-06,Magnesium
709080,21.1,Kannika,9-Mar-06,Magnesium
710036,27.9,Sakda,9-Mar-06,Magnesium
710993,23.3,Sakda,9-Mar-06,Magnesium
711993,28.2,Sakda,9-Mar-06,Magnesium
696985,23.1,Chai,17-Mar-06,Magnesium
698364,41.5,Chai,17-Mar-06,Magnesium
699854,39,Chai,17-Mar-06,Magnesium
683419,12.6,Boonsri,23-Mar-06,Magnesium
685021,12.6,Boonsri,23-Mar-06,Magnesium
686700,13.5,Boonsri,23-Mar-06,Magnesium
701151,11.6,Somchair,23-Mar-06,Magnesium
702115,27.7,Busarakhan,23-Mar-06,Magnesium
695963,24,Kohsoom,25-Mar-06,Magnesium
683467,12.61,Boonsri,6-Apr-06,Magnesium
685069,10.67,Boonsri,6-Apr-06,Magnesium
686749,12.61,Boonsri,6-Apr-06,Magnesium
707148,41.5,Kannika,15-Apr-06,Magnesium
708102,44,Kannika,15-Apr-06,Magnesium
709125,41.8,Kannika,15-Apr-06,Magnesium
710084,28.3,Sakda,15-Apr-06,Magnesium
711027,25.5,Sakda,15-Apr-06,Magnesium
712027,27.7,Sakda,15-Apr-06,Magnesium
697057,23.1,Chai,23-Apr-06,Magnesium
698445,25.5,Chai,23-Apr-06,Magnesium
699929,25.5,Chai,23-Apr-06,Magnesium
683517,7.7,Boonsri,27-Apr-06,Magnesium
685126,6.7,Boonsri,27-Apr-06,Magnesium
686799,5.8,Boonsri,27-Apr-06,Magnesium
701193,22.1,Somchair,27-Apr-06,Magnesium
702158,22.1,Busarakhan,27-Apr-06,Magnesium
696010,21.9,Kohsoom,29-Apr-06,Magnesium
683566,13.58,Boonsri,3-May-06,Magnesium
685185,15.52,Boonsri,3-May-06,Magnesium
686838,13.58,Boonsri,3-May-06,Magnesium
707196,25,Kannika,11-May-06,Magnesium
708155,29.9,Kannika,11-May-06,Magnesium
709174,17.5,Kannika,11-May-06,Magnesium
710131,32.5,Sakda,11-May-06,Magnesium
711079,25,Sakda,11-May-06,Magnesium
712075,17.5,Sakda,11-May-06,Magnesium
683621,8.7,Boonsri,25-May-06,Magnesium
685247,8.7,Boonsri,25-May-06,Magnesium
686890,9.7,Boonsri,25-May-06,Magnesium
697140,22.6,Chai,25-May-06,Magnesium
698539,22.6,Chai,25-May-06,Magnesium
700009,22.6,Chai,25-May-06,Magnesium
696059,24,Kohsoom,27-May-06,Magnesium
701243,30.1,Somchair,31-May-06,Magnesium
702204,27.4,Busarakhan,31-May-06,Magnesium
683672,10.6,Boonsri,8-Jun-06,Magnesium
685307,9.7,Boonsri,8-Jun-06,Magnesium
686941,10.6,Boonsri,8-Jun-06,Magnesium
710164,14.8,Sakda,8-Jun-06,Magnesium
711119,25,Sakda,8-Jun-06,Magnesium
712120,23.9,Sakda,8-Jun-06,Magnesium
697224,25,Chai,18-Jun-06,Magnesium
698629,25,Chai,18-Jun-06,Magnesium
700093,25,Chai,18-Jun-06,Magnesium
683723,16.4,Boonsri,22-Jun-06,Magnesium
685366,13.5,Boonsri,22-Jun-06,Magnesium
