id,Ammonium value,location,sample date,measure
992562,0.334,Boonsri,25-Jun-09,Ammonium
993929,0.233,Boonsri,25-Jun-09,Ammonium
1004654,4.75,Kohsoom,25-Jun-09,Ammonium
1005940,0.091,Chai,27-Jun-09,Ammonium
1007328,0.094,Chai,27-Jun-09,Ammonium
1008690,0.339,Chai,27-Jun-09,Ammonium
1009561,0.378,Somchair,28-Jun-09,Ammonium
1010337,0.367,Busarakhan,28-Jun-09,Ammonium
1015365,0.046,Tansanee,3-Jul-09,Ammonium
1005960,0.163,Chai,9-Jul-09,Ammonium
1007348,0.123,Chai,9-Jul-09,Ammonium
1008710,0.154,Chai,9-Jul-09,Ammonium
1011431,0.039,Achara,11-Jul-09,Ammonium
1020621,0.421,Kannika,11-Jul-09,Ammonium
1021715,0.78,Kannika,11-Jul-09,Ammonium
1022872,0.512,Kannika,11-Jul-09,Ammonium
1024029,0.395,Sakda,11-Jul-09,Ammonium
1025150,0.466,Sakda,11-Jul-09,Ammonium
1026271,0.425,Sakda,11-Jul-09,Ammonium
991261,0.279,Boonsri,12-Jul-09,Ammonium
992632,0.279,Boonsri,12-Jul-09,Ammonium
993999,0.357,Boonsri,12-Jul-09,Ammonium
1010998,0.038,Decha,19-Jul-09,Ammonium
991296,0.178,Boonsri,23-Jul-09,Ammonium
992667,0.279,Boonsri,23-Jul-09,Ammonium
994034,0.372,Boonsri,23-Jul-09,Ammonium
1006021,0.212,Chai,24-Jul-09,Ammonium
1007409,0.187,Chai,24-Jul-09,Ammonium
1008771,0.176,Chai,24-Jul-09,Ammonium
1009626,0.103,Somchair,26-Jul-09,Ammonium
1010402,0.088,Busarakhan,26-Jul-09,Ammonium
1004727,7.79,Kohsoom,30-Jul-09,Ammonium
1015407,0.057,Tansanee,2-Aug-09,Ammonium
1020686,0.083,Kannika,8-Aug-09,Ammonium
1021780,0.072,Kannika,8-Aug-09,Ammonium
1022937,0.079,Kannika,8-Aug-09,Ammonium
1024092,0.169,Sakda,8-Aug-09,Ammonium
1025213,0.121,Sakda,8-Aug-09,Ammonium
1026334,0.176,Sakda,8-Aug-09,Ammonium
1011481,0.093,Achara,13-Aug-09,Ammonium
1011030,0.177,Decha,17-Aug-09,Ammonium
1004801,4.99,Kohsoom,20-Aug-09,Ammonium
991366,0.14,Boonsri,21-Aug-09,Ammonium
992737,0.18,Boonsri,21-Aug-09,Ammonium
994104,0.22,Boonsri,21-Aug-09,Ammonium
1006041,0.121,Chai,23-Aug-09,Ammonium
1007429,0.133,Chai,23-Aug-09,Ammonium
1008791,0.163,Chai,23-Aug-09,Ammonium
1009684,0.557,Somchair,28-Aug-09,Ammonium
1010460,0.278,Busarakhan,28-Aug-09,Ammonium
1006102,0.165,Chai,31-Aug-09,Ammonium
1007490,0.163,Chai,31-Aug-09,Ammonium
1008852,0.211,Chai,31-Aug-09,Ammonium
1015426,0.035,Tansanee,5-Sep-09,Ammonium
1024156,0.073,Sakda,7-Sep-09,Ammonium
1025277,0.082,Sakda,7-Sep-09,Ammonium
1026398,0.066,Sakda,7-Sep-09,Ammonium
991440,0.21,Boonsri,9-Sep-09,Ammonium
992811,0.23,Boonsri,9-Sep-09,Ammonium
994178,0.2,Boonsri,9-Sep-09,Ammonium
1020751,0.094,Kannika,9-Sep-09,Ammonium
1021845,0.085,Kannika,9-Sep-09,Ammonium
1023002,0.103,Kannika,9-Sep-09,Ammonium
1011512,0.132,Achara,10-Sep-09,Ammonium
1011060,0.17,Decha,18-Sep-09,Ammonium
1004873,7.42,Kohsoom,21-Sep-09,Ammonium
1006123,0.231,Chai,22-Sep-09,Ammonium
1007511,0.095,Chai,22-Sep-09,Ammonium
1008873,0.076,Chai,22-Sep-09,Ammonium
1009749,0.143,Somchair,24-Sep-09,Ammonium
1010525,0.214,Busarakhan,24-Sep-09,Ammonium
1021910,0.09,Kannika,27-Sep-09,Ammonium
1023067,0.103,Kannika,27-Sep-09,Ammonium
1024218,0.076,Sakda,28-Sep-09,Ammonium
1025339,0.06,Sakda,28-Sep-09,Ammonium
1026460,0.177,Sakda,28-Sep-09,Ammonium
1015455,3.995,Tansanee,4-Oct-09,Ammonium
1006206,0.134,Chai,5-Oct-09,Ammonium
1007568,0.0945,Chai,5-Oct-09,Ammonium
1008956,0.1245,Chai,5-Oct-09,Ammonium
1024250,0.0792,Sakda,8-Oct-09,Ammonium
1025371,0.0935,Sakda,8-Oct-09,Ammonium
1026519,0.0871,Sakda,8-Oct-09,Ammonium
1011094,0.059,Decha,10-Oct-09,Ammonium
1020817,0.0951,Kannika,10-Oct-09,Ammonium
1021946,0.113,Kannika,10-Oct-09,Ammonium
1023130,0.0831,Kannika,10-Oct-09,Ammonium
1011543,0.031,Achara,11-Oct-09,Ammonium
1006227,0.135,Chai,19-Oct-09,Ammonium
1007589,0.094,Chai,19-Oct-09,Ammonium
1008977,0.114,Chai,19-Oct-09,Ammonium
991513,0.217,Boonsri,22-Oct-09,Ammonium
992884,0.233,Boonsri,22-Oct-09,Ammonium
994251,0.241,Boonsri,22-Oct-09,Ammonium
1004942,3.751,Kohsoom,29-Oct-09,Ammonium
1009839,0.264,Somchair,30-Oct-09,Ammonium
1010587,0.204,Busarakhan,30-Oct-09,Ammonium
1006315,0.044,Chai,31-Oct-09,Ammonium
1007677,0.026,Chai,31-Oct-09,Ammonium
1009065,0.02,Chai,31-Oct-09,Ammonium
991584,0.053,Boonsri,7-Nov-09,Ammonium
992955,0.055,Boonsri,7-Nov-09,Ammonium
994322,0.053,Boonsri,7-Nov-09,Ammonium
1020875,0.104,Kannika,13-Nov-09,Ammonium
1022004,0.094,Kannika,13-Nov-09,Ammonium
1023188,0.112,Kannika,13-Nov-09,Ammonium
1024308,0.124,Sakda,13-Nov-09,Ammonium
1025429,0.084,Sakda,13-Nov-09,Ammonium
1026577,0.114,Sakda,13-Nov-09,Ammonium
1009927,0.322,Somchair,14-Nov-09,Ammonium
1010675,0.067,Busarakhan,14-Nov-09,Ammonium
1006333,0.114,Chai,16-Nov-09,Ammonium
1007695,0.125,Chai,16-Nov-09,Ammonium
1009083,0.096,Chai,16-Nov-09,Ammonium
1015494,1.083,Tansanee,16-Nov-09,Ammonium
1011583,0.39,Achara,19-Nov-09,Ammonium
1011111,0.17,Decha,20-Nov-09,Ammonium
1006390,0.123,Chai,21-Nov-09,Ammonium
1007752,0.087,Chai,21-Nov-09,Ammonium
1009140,0.098,Chai,21-Nov-09,Ammonium
1005014,1.51,Kohsoom,26-Nov-09,Ammonium
1006409,0.103,Chai,29-Nov-09,Ammonium
1007771,0.087,Chai,29-Nov-09,Ammonium
1009159,0.096,Chai,29-Nov-09,Ammonium
1006427,0.104,Chai,5-Dec-09,Ammonium
1007789,0.095,Chai,5-Dec-09,Ammonium
1009177,0.194,Chai,5-Dec-09,Ammonium
1020933,0.112,Kannika,5-Dec-09,Ammonium
1022089,0.082,Kannika,5-Dec-09,Ammonium
1023246,0.096,Kannika,5-Dec-09,Ammonium
1024366,0.091,Sakda,5-Dec-09,Ammonium
1025487,0.098,Sakda,5-Dec-09,Ammonium
1026635,0.087,Sakda,5-Dec-09,Ammonium
1015516,0.644,Tansanee,6-Dec-09,Ammonium
1005086,2.81,Kohsoom,10-Dec-09,Ammonium
1011624,0.234,Achara,10-Dec-09,Ammonium
1011140,0.113,Decha,12-Dec-09,Ammonium
991654,0.16,Boonsri,13-Dec-09,Ammonium
993025,0.17,Boonsri,13-Dec-09,Ammonium
994392,0.178,Boonsri,13-Dec-09,Ammonium
1006483,0.082,Chai,13-Dec-09,Ammonium
1007845,0.124,Chai,13-Dec-09,Ammonium
1009233,0.113,Chai,13-Dec-09,Ammonium
1009983,0.243,Somchair,19-Dec-09,Ammonium
1010731,0.094,Busarakhan,19-Dec-09,Ammonium
1006498,0.074,Chai,21-Dec-09,Ammonium
1007860,0.085,Chai,21-Dec-09,Ammonium
1009248,0.093,Chai,21-Dec-09,Ammonium
1349094,0.132,Kannika,10-Jan-10,Ammonium
1349703,0.124,Kannika,10-Jan-10,Ammonium
1350312,0.133,Kannika,10-Jan-10,Ammonium
1350921,0.008,Sakda,10-Jan-10,Ammonium
1351530,0.092,Sakda,10-Jan-10,Ammonium
1352139,0.125,Sakda,10-Jan-10,Ammonium
1338581,3.548,Tansanee,15-Jan-10,Ammonium
1328285,0.451,Achara,16-Jan-10,Ammonium
1327881,6.138,Decha,17-Jan-10,Ammonium
1341125,0.335,Chai,17-Jan-10,Ammonium
1342329,0.305,Chai,17-Jan-10,Ammonium
1343533,0.29,Chai,17-Jan-10,Ammonium
1338597,2.731,Tansanee,23-Jan-10,Ammonium
1326689,0.616,Somchair,24-Jan-10,Ammonium
1327285,0.115,Busarakhan,24-Jan-10,Ammonium
1324570,0.159,Boonsri,28-Jan-10,Ammonium
1354574,2.438,Kohsoom,28-Jan-10,Ammonium
1341192,0.208,Chai,29-Jan-10,Ammonium
1342396,0.17,Chai,29-Jan-10,Ammonium
1343600,0.163,Chai,29-Jan-10,Ammonium
1338627,2.284,Tansanee,7-Feb-10,Ammonium
1349152,0.133,Kannika,7-Feb-10,Ammonium
1349761,0.084,Kannika,7-Feb-10,Ammonium
1350370,0.144,Kannika,7-Feb-10,Ammonium
1350979,0.975,Sakda,7-Feb-10,Ammonium
1351588,0.498,Sakda,7-Feb-10,Ammonium
1352197,0.598,Sakda,7-Feb-10,Ammonium
1328315,0.07,Achara,11-Feb-10,Ammonium
1326747,0.489,Somchair,14-Feb-10,Ammonium
1327343,0.108,Busarakhan,14-Feb-10,Ammonium
1324619,0.17,Boonsri,18-Feb-10,Ammonium
1325353,0.116,Boonsri,18-Feb-10,Ammonium
1326023,0.108,Boonsri,18-Feb-10,Ammonium
1354631,3.174,Kohsoom,18-Feb-10,Ammonium
1327923,0.331,Decha,19-Feb-10,Ammonium
1328330,0.062,Achara,20-Feb-10,Ammonium
1341232,0.169,Chai,20-Feb-10,Ammonium
1342436,0.132,Chai,20-Feb-10,Ammonium
1343640,0.231,Chai,20-Feb-10,Ammonium
1328362,0.062,Achara,21-Feb-10,Ammonium
1338651,2.325,Tansanee,22-Feb-10,Ammonium
1341287,0.258,Chai,28-Feb-10,Ammonium
1342491,0.165,Chai,28-Feb-10,Ammonium
1343695,0.137,Chai,28-Feb-10,Ammonium
1338660,0.845,Tansanee,5-Mar-10,Ammonium
1338675,2.698,Tansanee,11-Mar-10,Ammonium
1349205,0.124,Kannika,12-Mar-10,Ammonium
1349814,0.115,Kannika,12-Mar-10,Ammonium
1350423,0.125,Kannika,12-Mar-10,Ammonium
1351032,0.085,Sakda,12-Mar-10,Ammonium
1351641,0.116,Sakda,12-Mar-10,Ammonium
1352250,0.103,Sakda,12-Mar-10,Ammonium
1328372,0.528,Achara,13-Mar-10,Ammonium
1327960,0.267,Decha,18-Mar-10,Ammonium
1341325,0.124,Chai,18-Mar-10,Ammonium
1342529,0.104,Chai,18-Mar-10,Ammonium
1343733,0.187,Chai,18-Mar-10,Ammonium
1328387,0.023,Achara,19-Mar-10,Ammonium
1326795,0.514,Somchair,20-Mar-10,Ammonium
1327391,0.124,Busarakhan,20-Mar-10,Ammonium
1354688,3.43,Kohsoom,24-Mar-10,Ammonium
1324668,0.147,Boonsri,25-Mar-10,Ammonium
1325402,0.147,Boonsri,25-Mar-10,Ammonium
1326072,0.139,Boonsri,25-Mar-10,Ammonium
1338699,1.88,Tansanee,27-Mar-10,Ammonium
1341381,0.457,Chai,28-Mar-10,Ammonium
1342585,0.566,Chai,28-Mar-10,Ammonium
1343789,0.484,Chai,28-Mar-10,Ammonium
1328420,0.023,Achara,7-Apr-10,Ammonium
1328431,0.07,Achara,8-Apr-10,Ammonium
1349252,0.057,Kannika,8-Apr-10,Ammonium
1349861,0.033,Kannika,8-Apr-10,Ammonium
1350470,0.066,Kannika,8-Apr-10,Ammonium
1351079,0.068,Sakda,8-Apr-10,Ammonium
1351688,0.074,Sakda,8-Apr-10,Ammonium
1352297,0.081,Sakda,8-Apr-10,Ammonium
1328440,0.031,Achara,10-Apr-10,Ammonium
1338715,4.254,Tansanee,11-Apr-10,Ammonium
1328456,0.28,Achara,16-Apr-10,Ammonium
1341419,0.08,Chai,16-Apr-10,Ammonium
1342623,0.073,Chai,16-Apr-10,Ammonium
1343827,0.064,Chai,16-Apr-10,Ammonium
1327997,0.286,Decha,17-Apr-10,Ammonium
1326842,0.055,Somchair,18-Apr-10,Ammonium
1327438,0.099,Busarakhan,18-Apr-10,Ammonium
1354745,1.926,Kohsoom,21-Apr-10,Ammonium
1324715,0.077,Boonsri,22-Apr-10,Ammonium
1325449,0.101,Boonsri,22-Apr-10,Ammonium
1326119,0.062,Boonsri,22-Apr-10,Ammonium
1341472,0.105,Chai,23-Apr-10,Ammonium
1342676,0.138,Chai,23-Apr-10,Ammonium
1343880,0.121,Chai,23-Apr-10,Ammonium
1338742,0.242,Tansanee,8-May-10,Ammonium
1341507,0.303,Chai,9-May-10,Ammonium
1342711,0.235,Chai,9-May-10,Ammonium
1343915,0.137,Chai,9-May-10,Ammonium
1349300,0.11,Kannika,14-May-10,Ammonium
1349909,0.198,Kannika,14-May-10,Ammonium
1350518,0.187,Kannika,14-May-10,Ammonium
1351127,0.22,Sakda,14-May-10,Ammonium
1351736,0.243,Sakda,14-May-10,Ammonium
1352345,0.183,Sakda,14-May-10,Ammonium
1328488,0.093,Achara,15-May-10,Ammonium
1338758,0.306,Tansanee,15-May-10,Ammonium
1324774,0.038,Boonsri,19-May-10,Ammonium
1325508,0.062,Boonsri,19-May-10,Ammonium
1326178,0.029,Boonsri,19-May-10,Ammonium
1328034,0.056,Decha,19-May-10,Ammonium
1328503,0.218,Achara,20-May-10,Ammonium
1326888,0.195,Somchair,22-May-10,Ammonium
1327484,0.135,Busarakhan,22-May-10,Ammonium
1354803,3.39,Kohsoom,26-May-10,Ammonium
1341574,0.185,Chai,29-May-10,Ammonium
1342778,0.204,Chai,29-May-10,Ammonium
1343982,0.165,Chai,29-May-10,Ammonium
1338780,0.089,Tansanee,5-Jun-10,Ammonium
1326934,0.249,Somchair,13-Jun-10,Ammonium
1327530,0.356,Busarakhan,13-Jun-10,Ammonium
1328067,0.115,Decha,17-Jun-10,Ammonium
1328540,0.047,Achara,17-Jun-10,Ammonium
1341611,0.329,Chai,17-Jun-10,Ammonium
1342815,0.221,Chai,17-Jun-10,Ammonium
1344019,0.201,Chai,17-Jun-10,Ammonium
1349346,0.357,Kannika,19-Jun-10,Ammonium
1349955,0.384,Kannika,19-Jun-10,Ammonium
1350564,0.269,Kannika,19-Jun-10,Ammonium
1351173,0.258,Sakda,19-Jun-10,Ammonium
1351782,0.311,Sakda,19-Jun-10,Ammonium
1352391,0.207,Sakda,19-Jun-10,Ammonium
1324828,0.071,Boonsri,23-Jun-10,Ammonium
1325562,0.279,Boonsri,23-Jun-10,Ammonium
1326232,0.31,Boonsri,23-Jun-10,Ammonium
1354857,5.58,Kohsoom,23-Jun-10,Ammonium
1338809,0.053,Tansanee,24-Jun-10,Ammonium
1328571,0.006,Achara,30-Jun-10,Ammonium
1341678,0.318,Chai,30-Jun-10,Ammonium
1342882,0.223,Chai,30-Jun-10,Ammonium
1344086,0.174,Chai,30-Jun-10,Ammonium
1328580,0.085,Achara,8-Jul-10,Ammonium
1338819,0.074,Tansanee,9-Jul-10,Ammonium
1341711,0.331,Chai,15-Jul-10,Ammonium
1342915,0.164,Chai,15-Jul-10,Ammonium
1344119,0.093,Chai,15-Jul-10,Ammonium
1328104,0.183,Decha,16-Jul-10,Ammonium
1328594,0.085,Achara,16-Jul-10,Ammonium
1338843,0.193,Tansanee,16-Jul-10,Ammonium
1349399,0.117,Kannika,18-Jul-10,Ammonium
1350008,0.117,Kannika,18-Jul-10,Ammonium
1350617,0.037,Kannika,18-Jul-10,Ammonium
1351226,0.141,Sakda,18-Jul-10,Ammonium
1351835,0.079,Sakda,18-Jul-10,Ammonium
1352444,0.057,Sakda,18-Jul-10,Ammonium
1326986,0.362,Somchair,22-Jul-10,Ammonium
1327582,0.367,Busarakhan,22-Jul-10,Ammonium
1338858,0.166,Tansanee,22-Jul-10,Ammonium
1341769,0.081,Chai,23-Jul-10,Ammonium
1342973,0.063,Chai,23-Jul-10,Ammonium
1344177,0.086,Chai,23-Jul-10,Ammonium
1324886,0.357,Boonsri,24-Jul-10,Ammonium
1325620,0.024,Boonsri,24-Jul-10,Ammonium
1326290,0.225,Boonsri,24-Jul-10,Ammonium
1354915,2.99,Kohsoom,28-Jul-10,Ammonium
1338885,0.01,Tansanee,5-Aug-10,Ammonium
1341805,0.294,Chai,11-Aug-10,Ammonium
1343009,0.263,Chai,11-Aug-10,Ammonium
1344213,0.225,Chai,11-Aug-10,Ammonium
1328633,0.163,Achara,12-Aug-10,Ammonium
1338898,0.547,Tansanee,14-Aug-10,Ammonium
1349453,0.344,Kannika,14-Aug-10,Ammonium
1350062,0.324,Kannika,14-Aug-10,Ammonium
1350671,0.342,Kannika,14-Aug-10,Ammonium
1351280,0.336,Sakda,14-Aug-10,Ammonium
1351889,0.347,Sakda,14-Aug-10,Ammonium
1352498,0.352,Sakda,14-Aug-10,Ammonium
1324943,0.295,Boonsri,18-Aug-10,Ammonium
1325677,0.427,Boonsri,18-Aug-10,Ammonium
1326347,0.388,Boonsri,18-Aug-10,Ammonium
1328665,0.101,Achara,18-Aug-10,Ammonium
1328130,0.03,Decha,21-Aug-10,Ammonium
1341873,0.148,Chai,26-Aug-10,Ammonium
1343077,0.195,Chai,26-Aug-10,Ammonium
1344277,0.079,Chai,26-Aug-10,Ammonium
1354974,2.64,Kohsoom,26-Aug-10,Ammonium
1327036,0.293,Somchair,28-Aug-10,Ammonium
1327632,0.332,Busarakhan,28-Aug-10,Ammonium
1349505,0.213,Kannika,2-Sep-10,Ammonium
1350114,0.156,Kannika,2-Sep-10,Ammonium
1350723,0.216,Kannika,2-Sep-10,Ammonium
1351332,0.135,Sakda,2-Sep-10,Ammonium
1351941,0.176,Sakda,2-Sep-10,Ammonium
1352550,0.196,Sakda,2-Sep-10,Ammonium
1324992,0.217,Boonsri,3-Sep-10,Ammonium
1325726,0.248,Boonsri,3-Sep-10,Ammonium
1326396,0.427,Boonsri,3-Sep-10,Ammonium
1341900,0.235,Chai,4-Sep-10,Ammonium
1343104,0.268,Chai,4-Sep-10,Ammonium
1344304,0.285,Chai,4-Sep-10,Ammonium
1338927,0.943,Tansanee,5-Sep-10,Ammonium
1328674,0.039,Achara,9-Sep-10,Ammonium
1325001,0.582,Boonsri,10-Sep-10,Ammonium
1325735,0.404,Boonsri,10-Sep-10,Ammonium
1326405,0.52,Boonsri,10-Sep-10,Ammonium
1338941,2.514,Tansanee,10-Sep-10,Ammonium
1341957,0.125,Chai,12-Sep-10,Ammonium
1343161,0.096,Chai,12-Sep-10,Ammonium
1344361,0.107,Chai,12-Sep-10,Ammonium
1328168,0.035,Decha,16-Sep-10,Ammonium
1328689,0.109,Achara,17-Sep-10,Ammonium
1325017,0.427,Boonsri,25-Sep-10,Ammonium
1325751,0.31,Boonsri,25-Sep-10,Ammonium
1326421,0.31,Boonsri,25-Sep-10,Ammonium
1325065,0.233,Boonsri,29-Sep-10,Ammonium
1325799,0.093,Boonsri,29-Sep-10,Ammonium
1326469,0.101,Boonsri,29-Sep-10,Ammonium
1355032,2.31,Kohsoom,29-Sep-10,Ammonium
1327085,0.115,Somchair,30-Sep-10,Ammonium
1327681,0.1,Busarakhan,30-Sep-10,Ammonium
1338958,0.01,Tansanee,13-Oct-10,Ammonium
1342004,0.248,Chai,13-Oct-10,Ammonium
1343208,0.172,Chai,13-Oct-10,Ammonium
1344408,0.144,Chai,13-Oct-10,Ammonium
1328722,0.023,Achara,14-Oct-10,Ammonium
1325095,0.139,Boonsri,15-Oct-10,Ammonium
1325829,0.155,Boonsri,15-Oct-10,Ammonium
1326499,0.101,Boonsri,15-Oct-10,Ammonium
1338972,0.168,Tansanee,15-Oct-10,Ammonium
1349558,0.102,Kannika,15-Oct-10,Ammonium
1350167,0.12,Kannika,15-Oct-10,Ammonium
1350776,0.078,Kannika,15-Oct-10,Ammonium
1351385,0.113,Sakda,15-Oct-10,Ammonium
1351994,0.12,Sakda,15-Oct-10,Ammonium
1352603,0.104,Sakda,15-Oct-10,Ammonium
1328734,0.016,Achara,16-Oct-10,Ammonium
1328206,0.019,Decha,19-Oct-10,Ammonium
1355091,4.43,Kohsoom,20-Oct-10,Ammonium
1325126,0.031,Boonsri,21-Oct-10,Ammonium
1325860,0.035,Boonsri,21-Oct-10,Ammonium
1326530,0.009,Boonsri,21-Oct-10,Ammonium
1328750,0.148,Achara,22-Oct-10,Ammonium
1325174,0.318,Boonsri,28-Oct-10,Ammonium
1325908,0.186,Boonsri,28-Oct-10,Ammonium
1326578,0.373,Boonsri,28-Oct-10,Ammonium
1327135,0.154,Somchair,29-Oct-10,Ammonium
1327731,0.059,Busarakhan,29-Oct-10,Ammonium
1342070,0.266,Chai,29-Oct-10,Ammonium
1343274,0.0729,Chai,29-Oct-10,Ammonium
1344474,0.1391,Chai,29-Oct-10,Ammonium
1325183,0.093,Boonsri,4-Nov-10,Ammonium
1325917,0.064,Boonsri,4-Nov-10,Ammonium
1326587,0.067,Boonsri,4-Nov-10,Ammonium
1349608,0.037,Kannika,9-Nov-10,Ammonium
1350217,0.042,Kannika,9-Nov-10,Ammonium
1350826,0.138,Kannika,9-Nov-10,Ammonium
1351435,0.222,Sakda,10-Nov-10,Ammonium
1352044,0.254,Sakda,10-Nov-10,Ammonium
1352653,0.262,Sakda,10-Nov-10,Ammonium
1325200,0.147,Boonsri,11-Nov-10,Ammonium
1338996,0.318,Tansanee,12-Nov-10,Ammonium
1328784,0.054,Achara,13-Nov-10,Ammonium
1342103,0.107,Chai,13-Nov-10,Ammonium
1343307,0.132,Chai,13-Nov-10,Ammonium
1344507,0.119,Chai,13-Nov-10,Ammonium
1325216,0.311,Boonsri,18-Nov-10,Ammonium
1325941,0.287,Boonsri,18-Nov-10,Ammonium
1326611,0.264,Boonsri,18-Nov-10,Ammonium
1328233,0.165,Decha,18-Nov-10,Ammonium
1328797,0.109,Achara,19-Nov-10,Ammonium
1339012,0.151,Tansanee,19-Nov-10,Ammonium
1325258,0.225,Boonsri,24-Nov-10,Ammonium
1355148,5.11,Kohsoom,24-Nov-10,Ammonium
1342165,0.15,Chai,26-Nov-10,Ammonium
1343369,0.127,Chai,26-Nov-10,Ammonium
1344569,0.075,Chai,26-Nov-10,Ammonium
1327186,0.649,Somchair,27-Nov-10,Ammonium
1327782,0.508,Busarakhan,27-Nov-10,Ammonium
1342183,0.116,Chai,28-Nov-10,Ammonium
1343387,0.123,Chai,28-Nov-10,Ammonium
1344587,0.132,Chai,28-Nov-10,Ammonium
1325270,0.073,Boonsri,3-Dec-10,Ammonium
1325983,0.064,Boonsri,3-Dec-10,Ammonium
1326653,0.124,Boonsri,3-Dec-10,Ammonium
1339036,0.484,Tansanee,4-Dec-10,Ammonium
1325289,0.279,Boonsri,9-Dec-10,Ammonium
1326002,0.116,Boonsri,9-Dec-10,Ammonium
1326672,0.147,Boonsri,9-Dec-10,Ammonium
1327236,0.3,Somchair,9-Dec-10,Ammonium
1327832,0.324,Busarakhan,9-Dec-10,Ammonium
1328823,0.155,Achara,10-Dec-10,Ammonium
1328837,0.155,Achara,11-Dec-10,Ammonium
1342213,0.127,Chai,11-Dec-10,Ammonium
1343417,0.097,Chai,11-Dec-10,Ammonium
1344617,0.105,Chai,11-Dec-10,Ammonium
1349658,0.085,Kannika,11-Dec-10,Ammonium
1350267,0.064,Kannika,11-Dec-10,Ammonium
1350876,0.078,Kannika,11-Dec-10,Ammonium
1351485,0.127,Sakda,11-Dec-10,Ammonium
1352094,0.113,Sakda,11-Dec-10,Ammonium
1352703,0.119,Sakda,11-Dec-10,Ammonium
1342261,0.145,Chai,15-Dec-10,Ammonium
1343465,0.121,Chai,15-Dec-10,Ammonium
1344665,0.114,Chai,15-Dec-10,Ammonium
1355200,4.01,Kohsoom,15-Dec-10,Ammonium
1325307,0.792,Boonsri,16-Dec-10,Ammonium
1328259,0.197,Decha,16-Dec-10,Ammonium
1342281,0.208,Chai,18-Dec-10,Ammonium
1343485,0.157,Chai,18-Dec-10,Ammonium
1344685,0.118,Chai,18-Dec-10,Ammonium
1613270,0.311,Boonsri,6-Jan-11,Ammonium
1614241,0.139,Boonsri,6-Jan-11,Ammonium
1615084,0.419,Boonsri,6-Jan-11,Ammonium
1638149,0.176,Sakda,13-Jan-11,Ammonium
1639011,0.218,Sakda,13-Jan-11,Ammonium
1639873,0.174,Sakda,13-Jan-11,Ammonium
1628278,0.169,Chai,14-Jan-11,Ammonium
1629337,0.431,Chai,14-Jan-11,Ammonium
1630396,0.192,Chai,14-Jan-11,Ammonium
1635493,0.124,Kannika,15-Jan-11,Ammonium
1636379,0.249,Kannika,15-Jan-11,Ammonium
1637265,0.113,Kannika,15-Jan-11,Ammonium
1613300,0.419,Boonsri,20-Jan-11,Ammonium
1614271,0.544,Boonsri,20-Jan-11,Ammonium
1615114,0.536,Boonsri,20-Jan-11,Ammonium
1616883,0.509,Decha,21-Jan-11,Ammonium
1617250,0.105,Achara,21-Jan-11,Ammonium
1617282,0.219,Achara,22-Jan-11,Ammonium
1628333,0.26,Chai,26-Jan-11,Ammonium
1629392,0.198,Chai,26-Jan-11,Ammonium
1630451,0.154,Chai,26-Jan-11,Ammonium
1643319,3.59,Kohsoom,26-Jan-11,Ammonium
1626155,0.569,Tansanee,29-Jan-11,Ammonium
1615926,0.188,Somchair,30-Jan-11,Ammonium
1616405,0.217,Busarakhan,30-Jan-11,Ammonium
1613356,0.209,Boonsri,4-Feb-11,Ammonium
1614327,0.155,Boonsri,4-Feb-11,Ammonium
1615170,0.178,Boonsri,4-Feb-11,Ammonium
1635564,0.344,Kannika,10-Feb-11,Ammonium
1636450,0.324,Kannika,10-Feb-11,Ammonium
1637336,0.342,Kannika,10-Feb-11,Ammonium
1638223,0.232,Sakda,10-Feb-11,Ammonium
1639085,0.182,Sakda,10-Feb-11,Ammonium
1639947,0.254,Sakda,10-Feb-11,Ammonium
1617301,0.216,Achara,11-Feb-11,Ammonium
1628363,0.207,Chai,11-Feb-11,Ammonium
1629422,0.248,Chai,11-Feb-11,Ammonium
1630481,0.186,Chai,11-Feb-11,Ammonium
1635603,0.134,Kannika,12-Feb-11,Ammonium
1636489,0.169,Kannika,12-Feb-11,Ammonium
1637375,0.248,Kannika,12-Feb-11,Ammonium
1626165,0.364,Tansanee,13-Feb-11,Ammonium
1613385,0.116,Boonsri,17-Feb-11,Ammonium
1614356,0.058,Boonsri,17-Feb-11,Ammonium
1615199,0.054,Boonsri,17-Feb-11,Ammonium
1617329,0.139,Achara,18-Feb-11,Ammonium
1626179,0.367,Tansanee,18-Feb-11,Ammonium
1628404,0.26,Chai,18-Feb-11,Ammonium
1629463,0.184,Chai,18-Feb-11,Ammonium
1630522,0.149,Chai,18-Feb-11,Ammonium
1616916,0.24,Decha,19-Feb-11,Ammonium
1643369,3.08,Kohsoom,25-Feb-11,Ammonium
1615971,0.539,Somchair,26-Feb-11,Ammonium
1616450,0.329,Busarakhan,26-Feb-11,Ammonium
1626193,0.949,Tansanee,4-Mar-11,Ammonium
1628439,0.293,Chai,9-Mar-11,Ammonium
1629498,0.138,Chai,9-Mar-11,Ammonium
1630557,0.22,Chai,9-Mar-11,Ammonium
1613442,0.059,Boonsri,10-Mar-11,Ammonium
1614413,0.101,Boonsri,10-Mar-11,Ammonium
1615256,0.233,Boonsri,10-Mar-11,Ammonium
1638294,0.153,Sakda,10-Mar-11,Ammonium
1639156,0.134,Sakda,10-Mar-11,Ammonium
1640018,0.082,Sakda,10-Mar-11,Ammonium
