id,Total nitrogen value,location,sample date,measure
1640259,1.38,Sakda,18-Jun-11,Total nitrogen
1635950,1.98,Kannika,26-Jun-11,Total nitrogen
1636836,1.87,Kannika,26-Jun-11,Total nitrogen
1637722,1.92,Kannika,26-Jun-11,Total nitrogen
1638581,1.3,Sakda,26-Jun-11,Total nitrogen
1639443,1.38,Sakda,26-Jun-11,Total nitrogen
1640305,1.47,Sakda,26-Jun-11,Total nitrogen
1616126,3.4,Somchair,29-Jun-11,Total nitrogen
1616605,2.79,Busarakhan,29-Jun-11,Total nitrogen
1638609,1.58,Sakda,8-Jul-11,Total nitrogen
1639471,1.39,Sakda,8-Jul-11,Total nitrogen
1640333,1.51,Sakda,8-Jul-11,Total nitrogen
1617632,1,Achara,9-Jul-11,Total nitrogen
1617651,1.5,Achara,14-Jul-11,Total nitrogen
1635983,2.07,Kannika,14-Jul-11,Total nitrogen
1636869,2.01,Kannika,14-Jul-11,Total nitrogen
1637755,1.99,Kannika,14-Jul-11,Total nitrogen
1636029,1.56,Kannika,30-Jul-11,Total nitrogen
1636915,1.56,Kannika,30-Jul-11,Total nitrogen
1637801,1.5,Kannika,30-Jul-11,Total nitrogen
1638658,1.56,Sakda,30-Jul-11,Total nitrogen
1639520,1.57,Sakda,30-Jul-11,Total nitrogen
1640382,1.63,Sakda,30-Jul-11,Total nitrogen
1616167,1.49,Somchair,3-Aug-11,Total nitrogen
1616646,1.39,Busarakhan,3-Aug-11,Total nitrogen
1617688,1.61,Achara,4-Aug-11,Total nitrogen
1636050,1.4,Kannika,6-Aug-11,Total nitrogen
1636936,1.25,Kannika,6-Aug-11,Total nitrogen
1637822,1.32,Kannika,6-Aug-11,Total nitrogen
1638679,1.29,Sakda,6-Aug-11,Total nitrogen
1639541,1.16,Sakda,6-Aug-11,Total nitrogen
1640403,1.24,Sakda,6-Aug-11,Total nitrogen
1617707,1.8,Achara,11-Aug-11,Total nitrogen
1638720,1.84,Sakda,11-Aug-11,Total nitrogen
1639582,1.6,Sakda,11-Aug-11,Total nitrogen
1640444,1.7,Sakda,11-Aug-11,Total nitrogen
1636105,2.05,Kannika,25-Aug-11,Total nitrogen
1636991,1.86,Kannika,25-Aug-11,Total nitrogen
1637877,1.88,Kannika,25-Aug-11,Total nitrogen
1616211,2.01,Somchair,28-Aug-11,Total nitrogen
1616689,2.45,Busarakhan,28-Aug-11,Total nitrogen
1636136,1.61,Kannika,9-Sep-11,Total nitrogen
1637022,1.61,Kannika,9-Sep-11,Total nitrogen
1637908,1.62,Kannika,9-Sep-11,Total nitrogen
1638764,1.67,Sakda,9-Sep-11,Total nitrogen
1639626,1.66,Sakda,9-Sep-11,Total nitrogen
1640488,1.63,Sakda,9-Sep-11,Total nitrogen
1617744,1.25,Achara,14-Sep-11,Total nitrogen
1616252,1.91,Somchair,23-Sep-11,Total nitrogen
1616729,2.86,Busarakhan,23-Sep-11,Total nitrogen
1617780,1.28,Achara,28-Sep-11,Total nitrogen
1617812,0,Achara,8-Oct-11,Total nitrogen
1617844,1.47,Achara,13-Oct-11,Total nitrogen
1636210,1.78,Kannika,14-Oct-11,Total nitrogen
1637096,1.89,Kannika,14-Oct-11,Total nitrogen
1637982,1.98,Kannika,14-Oct-11,Total nitrogen
1638839,1.92,Sakda,15-Oct-11,Total nitrogen
1639701,1.9,Sakda,15-Oct-11,Total nitrogen
1640563,1.86,Sakda,15-Oct-11,Total nitrogen
1629060,1.61,Chai,17-Oct-11,Total nitrogen
1630119,1.61,Chai,17-Oct-11,Total nitrogen
1631178,1.66,Chai,17-Oct-11,Total nitrogen
1636249,1.52,Kannika,23-Oct-11,Total nitrogen
1637135,1.55,Kannika,23-Oct-11,Total nitrogen
1638021,1.54,Kannika,23-Oct-11,Total nitrogen
1638881,2.19,Sakda,27-Oct-11,Total nitrogen
1639743,2.17,Sakda,27-Oct-11,Total nitrogen
1640605,2.18,Sakda,27-Oct-11,Total nitrogen
1629109,2.08,Chai,28-Oct-11,Total nitrogen
1630168,2.16,Chai,28-Oct-11,Total nitrogen
1631227,2.08,Chai,28-Oct-11,Total nitrogen
1616291,2.46,Somchair,3-Nov-11,Total nitrogen
1616768,2.4,Busarakhan,3-Nov-11,Total nitrogen
1617881,1.72,Achara,11-Nov-11,Total nitrogen
1629143,2.31,Chai,11-Nov-11,Total nitrogen
1630202,2.4,Chai,11-Nov-11,Total nitrogen
1631261,2.53,Chai,11-Nov-11,Total nitrogen
1636273,1.69,Kannika,11-Nov-11,Total nitrogen
1637159,1.7,Kannika,11-Nov-11,Total nitrogen
1638045,1.86,Kannika,11-Nov-11,Total nitrogen
1638912,1.64,Sakda,11-Nov-11,Total nitrogen
1639774,2.15,Sakda,11-Nov-11,Total nitrogen
1640636,1.8,Sakda,11-Nov-11,Total nitrogen
1616329,1.93,Somchair,16-Nov-11,Total nitrogen
1616806,1.9,Busarakhan,16-Nov-11,Total nitrogen
1629190,2.36,Chai,18-Nov-11,Total nitrogen
1630249,2.44,Chai,18-Nov-11,Total nitrogen
1631308,2.46,Chai,18-Nov-11,Total nitrogen
1617917,1.75,Achara,26-Nov-11,Total nitrogen
1636305,2.46,Kannika,26-Nov-11,Total nitrogen
1637191,2.43,Kannika,26-Nov-11,Total nitrogen
1638077,2.41,Kannika,26-Nov-11,Total nitrogen
1638948,2.49,Sakda,26-Nov-11,Total nitrogen
1639810,2.38,Sakda,26-Nov-11,Total nitrogen
1640672,2.29,Sakda,26-Nov-11,Total nitrogen
1629225,2.41,Chai,3-Dec-11,Total nitrogen
1630284,2.51,Chai,3-Dec-11,Total nitrogen
1631343,2.52,Chai,3-Dec-11,Total nitrogen
1616371,2.32,Somchair,8-Dec-11,Total nitrogen
1616848,1.61,Busarakhan,8-Dec-11,Total nitrogen
1629267,2.58,Chai,9-Dec-11,Total nitrogen
1630326,3.11,Chai,9-Dec-11,Total nitrogen
1631385,2.87,Chai,9-Dec-11,Total nitrogen
1636321,2.38,Kannika,9-Dec-11,Total nitrogen
1637207,2.38,Kannika,9-Dec-11,Total nitrogen
1638093,2.4,Kannika,9-Dec-11,Total nitrogen
1638964,2.33,Sakda,9-Dec-11,Total nitrogen
1639826,2.33,Sakda,9-Dec-11,Total nitrogen
1640688,2.16,Sakda,9-Dec-11,Total nitrogen
1617935,2.45,Achara,10-Dec-11,Total nitrogen
1629292,3.37,Chai,14-Dec-11,Total nitrogen
1630351,3.41,Chai,14-Dec-11,Total nitrogen
1631410,3.38,Chai,14-Dec-11,Total nitrogen
1617970,0,Achara,15-Dec-11,Total nitrogen
1636352,2.33,Kannika,17-Dec-11,Total nitrogen
1637238,2.32,Kannika,17-Dec-11,Total nitrogen
1638124,2.31,Kannika,17-Dec-11,Total nitrogen
1979225,3.01,Chai,11-Jan-12,Total nitrogen
1980176,2.65,Chai,11-Jan-12,Total nitrogen
1981127,2.6,Chai,11-Jan-12,Total nitrogen
2217748,2.42,Kannika,14-Jan-12,Total nitrogen
2218151,2.44,Kannika,14-Jan-12,Total nitrogen
2218562,2.39,Kannika,14-Jan-12,Total nitrogen
2218965,2.3,Sakda,14-Jan-12,Total nitrogen
2219367,1.49,Sakda,14-Jan-12,Total nitrogen
2219777,1.53,Sakda,14-Jan-12,Total nitrogen
1967809,1.65,Achara,20-Jan-12,Total nitrogen
1967844,1.45,Achara,21-Jan-12,Total nitrogen
1979285,3.19,Chai,28-Jan-12,Total nitrogen
1980236,3.12,Chai,28-Jan-12,Total nitrogen
1981187,2.78,Chai,28-Jan-12,Total nitrogen
1965511,2.39,Somchair,4-Feb-12,Total nitrogen
1966400,2.44,Busarakhan,4-Feb-12,Total nitrogen
1979311,2.72,Chai,5-Feb-12,Total nitrogen
1980262,2.66,Chai,5-Feb-12,Total nitrogen
1981213,2.88,Chai,5-Feb-12,Total nitrogen
1967861,1.6,Achara,10-Feb-12,Total nitrogen
1966451,3.2,Busarakhan,11-Feb-12,Total nitrogen
2217792,2.5,Kannika,11-Feb-12,Total nitrogen
2218195,2.5,Kannika,11-Feb-12,Total nitrogen
2218606,2.33,Kannika,11-Feb-12,Total nitrogen
2219009,2.11,Sakda,11-Feb-12,Total nitrogen
2219411,2.28,Sakda,11-Feb-12,Total nitrogen
2219821,2.29,Sakda,11-Feb-12,Total nitrogen
1967885,1.65,Achara,17-Feb-12,Total nitrogen
1979368,3.03,Chai,17-Feb-12,Total nitrogen
1980319,3.18,Chai,17-Feb-12,Total nitrogen
1981270,3.28,Chai,17-Feb-12,Total nitrogen
1965571,3.44,Somchair,18-Feb-12,Total nitrogen
1966475,2.52,Busarakhan,18-Feb-12,Total nitrogen
1965613,3.1,Somchair,24-Feb-12,Total nitrogen
1966519,1.95,Busarakhan,24-Feb-12,Total nitrogen
2219056,2.87,Sakda,11-Mar-12,Total nitrogen
2219458,2.64,Sakda,11-Mar-12,Total nitrogen
2219868,2.83,Sakda,11-Mar-12,Total nitrogen
1967920,2.43,Achara,15-Mar-12,Total nitrogen
1979416,2.73,Chai,15-Mar-12,Total nitrogen
1980367,2.82,Chai,15-Mar-12,Total nitrogen
1981318,2.82,Chai,15-Mar-12,Total nitrogen
1965651,2.9,Somchair,16-Mar-12,Total nitrogen
1966557,2.73,Busarakhan,16-Mar-12,Total nitrogen
1967936,1.61,Achara,17-Mar-12,Total nitrogen
1965684,1.88,Somchair,25-Mar-12,Total nitrogen
1966590,2.12,Busarakhan,25-Mar-12,Total nitrogen
1979451,1.34,Chai,25-Mar-12,Total nitrogen
1980402,2.23,Chai,25-Mar-12,Total nitrogen
1981353,1.83,Chai,25-Mar-12,Total nitrogen
2221475,6.87,Kohsoom,29-Mar-12,Total nitrogen
2217837,3.09,Kannika,30-Mar-12,Total nitrogen
2218240,2.78,Kannika,30-Mar-12,Total nitrogen
2218651,3.07,Kannika,30-Mar-12,Total nitrogen
1979488,2.28,Chai,15-Apr-12,Total nitrogen
1980439,2.39,Chai,15-Apr-12,Total nitrogen
1981390,2.53,Chai,15-Apr-12,Total nitrogen
2217858,2.16,Kannika,15-Apr-12,Total nitrogen
2218269,2.19,Kannika,15-Apr-12,Total nitrogen
2218672,2.22,Kannika,15-Apr-12,Total nitrogen
2219077,2.05,Sakda,15-Apr-12,Total nitrogen
2219487,2.19,Sakda,15-Apr-12,Total nitrogen
2219889,2.01,Sakda,15-Apr-12,Total nitrogen
1967971,1.06,Achara,21-Apr-12,Total nitrogen
1965732,2.36,Somchair,26-Apr-12,Total nitrogen
1966638,1.64,Busarakhan,26-Apr-12,Total nitrogen
2221529,5.7,Kohsoom,27-Apr-12,Total nitrogen
1965760,2.05,Somchair,29-Apr-12,Total nitrogen
1966666,1.68,Busarakhan,29-Apr-12,Total nitrogen
1968007,1.94,Achara,29-Apr-12,Total nitrogen
1979527,2.2,Chai,29-Apr-12,Total nitrogen
1980478,2.61,Chai,29-Apr-12,Total nitrogen
1981429,2.77,Chai,29-Apr-12,Total nitrogen
1979548,2.18,Chai,4-May-12,Total nitrogen
1980499,2.3,Chai,4-May-12,Total nitrogen
1981450,2.32,Chai,4-May-12,Total nitrogen
2217889,1.89,Kannika,13-May-12,Total nitrogen
2218300,1.87,Kannika,13-May-12,Total nitrogen
2218703,1.92,Kannika,13-May-12,Total nitrogen
2219108,1.79,Sakda,13-May-12,Total nitrogen
2219518,1.64,Sakda,13-May-12,Total nitrogen
2219920,1.66,Sakda,13-May-12,Total nitrogen
1968031,1.398,Achara,19-May-12,Total nitrogen
1979597,2.2,Chai,21-May-12,Total nitrogen
1980548,2.09,Chai,21-May-12,Total nitrogen
1981499,2.19,Chai,21-May-12,Total nitrogen
2221581,4.46,Kohsoom,25-May-12,Total nitrogen
1965803,3.09,Somchair,26-May-12,Total nitrogen
1966709,1.6,Busarakhan,26-May-12,Total nitrogen
1968067,1.09,Achara,27-May-12,Total nitrogen
1965836,2.8,Somchair,31-May-12,Total nitrogen
1966743,1.66,Busarakhan,31-May-12,Total nitrogen
1979624,3.01,Chai,1-Jun-12,Total nitrogen
1980575,2.41,Chai,1-Jun-12,Total nitrogen
1981526,2.75,Chai,1-Jun-12,Total nitrogen
2217925,2.04,Kannika,8-Jun-12,Total nitrogen
2218336,2,Kannika,8-Jun-12,Total nitrogen
2218739,2.23,Kannika,8-Jun-12,Total nitrogen
2219144,1.79,Sakda,8-Jun-12,Total nitrogen
2219554,1,Sakda,8-Jun-12,Total nitrogen
2219956,1.97,Sakda,8-Jun-12,Total nitrogen
1968084,1.31,Achara,16-Jun-12,Total nitrogen
2221634,4.23,Kohsoom,21-Jun-12,Total nitrogen
1979672,2.18,Chai,22-Jun-12,Total nitrogen
1980623,2.18,Chai,22-Jun-12,Total nitrogen
1981574,2.35,Chai,22-Jun-12,Total nitrogen
1968119,1.17,Achara,28-Jun-12,Total nitrogen
1979697,2.32,Chai,2-Jul-12,Total nitrogen
1980648,1.94,Chai,2-Jul-12,Total nitrogen
1981599,1.94,Chai,2-Jul-12,Total nitrogen
1968144,1.83,Achara,8-Jul-12,Total nitrogen
2217963,1.7,Kannika,13-Jul-12,Total nitrogen
2218374,1.47,Kannika,13-Jul-12,Total nitrogen
2218777,1.5,Kannika,13-Jul-12,Total nitrogen
2219174,1.49,Sakda,13-Jul-12,Total nitrogen
2219584,1.34,Sakda,13-Jul-12,Total nitrogen
2219986,1.33,Sakda,13-Jul-12,Total nitrogen
1965901,1.39,Somchair,20-Jul-12,Total nitrogen
1966808,1.1,Busarakhan,20-Jul-12,Total nitrogen
1968161,1.14,Achara,21-Jul-12,Total nitrogen
1965928,1.42,Somchair,23-Jul-12,Total nitrogen
1966835,1.19,Busarakhan,23-Jul-12,Total nitrogen
2221687,3.32,Kohsoom,26-Jul-12,Total nitrogen
1965947,1,Somchair,27-Jul-12,Total nitrogen
1966854,1,Busarakhan,27-Jul-12,Total nitrogen
1965976,2.71,Somchair,30-Jul-12,Total nitrogen
1966882,5.23,Busarakhan,30-Jul-12,Total nitrogen
1979750,1.87,Chai,30-Jul-12,Total nitrogen
1980701,1.71,Chai,30-Jul-12,Total nitrogen
1981652,1.81,Chai,30-Jul-12,Total nitrogen
1979775,1.94,Chai,9-Aug-12,Total nitrogen
1980726,1.77,Chai,9-Aug-12,Total nitrogen
1981677,1.88,Chai,9-Aug-12,Total nitrogen
1968196,1.11,Achara,16-Aug-12,Total nitrogen
1967581,1.9614,Decha,17-Aug-12,Total nitrogen
1979817,2.13,Chai,19-Aug-12,Total nitrogen
1980768,2,Chai,19-Aug-12,Total nitrogen
1981719,2,Chai,19-Aug-12,Total nitrogen
2221740,3.42,Kohsoom,23-Aug-12,Total nitrogen
1966017,1.07,Somchair,25-Aug-12,Total nitrogen
1966923,1,Busarakhan,25-Aug-12,Total nitrogen
1968232,1,Achara,26-Aug-12,Total nitrogen
1979846,3.08,Chai,1-Sep-12,Total nitrogen
1980797,2.24,Chai,1-Sep-12,Total nitrogen
1981748,2.38,Chai,1-Sep-12,Total nitrogen
2217994,2.1,Kannika,1-Sep-12,Total nitrogen
2218405,1.89,Kannika,1-Sep-12,Total nitrogen
2218808,1.91,Kannika,1-Sep-12,Total nitrogen
2219204,1.76,Sakda,1-Sep-12,Total nitrogen
2219614,1.76,Sakda,1-Sep-12,Total nitrogen
2220016,1.76,Sakda,1-Sep-12,Total nitrogen
2219233,1.81,Sakda,16-Sep-12,Total nitrogen
2219643,1.58,Sakda,16-Sep-12,Total nitrogen
2220045,1.54,Sakda,16-Sep-12,Total nitrogen
1979891,1.55,Chai,17-Sep-12,Total nitrogen
1980842,1.73,Chai,17-Sep-12,Total nitrogen
1981793,1.68,Chai,17-Sep-12,Total nitrogen
1968256,1,Achara,21-Sep-12,Total nitrogen
2218023,1.92,Kannika,23-Sep-12,Total nitrogen
2218434,1.94,Kannika,23-Sep-12,Total nitrogen
2218837,1.95,Kannika,23-Sep-12,Total nitrogen
1968292,1.14,Achara,27-Sep-12,Total nitrogen
1979925,2.59,Chai,5-Oct-12,Total nitrogen
1980876,2.19,Chai,5-Oct-12,Total nitrogen
1981827,2.19,Chai,5-Oct-12,Total nitrogen
1966098,1.93,Somchair,7-Oct-12,Total nitrogen
1967004,1.47,Busarakhan,7-Oct-12,Total nitrogen
1966134,1.85,Somchair,11-Oct-12,Total nitrogen
1967038,1.53,Busarakhan,11-Oct-12,Total nitrogen
2218053,2.21,Kannika,14-Oct-12,Total nitrogen
2218464,2.17,Kannika,14-Oct-12,Total nitrogen
2218867,2.2,Kannika,14-Oct-12,Total nitrogen
2219264,2.19,Sakda,14-Oct-12,Total nitrogen
2219674,2.03,Sakda,14-Oct-12,Total nitrogen
2220076,1.46,Sakda,14-Oct-12,Total nitrogen
1968309,1.12,Achara,18-Oct-12,Total nitrogen
1967672,4.165,Decha,19-Oct-12,Total nitrogen
1968333,1.28,Achara,21-Oct-12,Total nitrogen
1979975,2.03,Chai,25-Oct-12,Total nitrogen
1980926,2.12,Chai,25-Oct-12,Total nitrogen
1981877,2.21,Chai,25-Oct-12,Total nitrogen
2221796,3.94,Kohsoom,25-Oct-12,Total nitrogen
1966165,2.42,Somchair,27-Oct-12,Total nitrogen
1967070,1.87,Busarakhan,27-Oct-12,Total nitrogen
1966190,2.35,Somchair,29-Oct-12,Total nitrogen
1967096,1.74,Busarakhan,29-Oct-12,Total nitrogen
1979997,3.47,Chai,1-Nov-12,Total nitrogen
1980948,2.72,Chai,1-Nov-12,Total nitrogen
1981899,2.7,Chai,1-Nov-12,Total nitrogen
1966212,3.24,Somchair,4-Nov-12,Total nitrogen
1967118,2.25,Busarakhan,4-Nov-12,Total nitrogen
2219300,2.32,Sakda,5-Nov-12,Total nitrogen
2219710,2.1,Sakda,5-Nov-12,Total nitrogen
2220112,2.24,Sakda,5-Nov-12,Total nitrogen
1980033,2.77,Chai,9-Nov-12,Total nitrogen
1980984,2.77,Chai,9-Nov-12,Total nitrogen
1981934,2.72,Chai,9-Nov-12,Total nitrogen
2218089,2.39,Kannika,9-Nov-12,Total nitrogen
2218500,2.36,Kannika,9-Nov-12,Total nitrogen
2218903,2.36,Kannika,9-Nov-12,Total nitrogen
1966250,3.57,Somchair,15-Nov-12,Total nitrogen
1967156,2.62,Busarakhan,15-Nov-12,Total nitrogen
1980050,2.96,Chai,15-Nov-12,Total nitrogen
1981001,2.77,Chai,15-Nov-12,Total nitrogen
1981951,2.84,Chai,15-Nov-12,Total nitrogen
1968368,1.44,Achara,16-Nov-12,Total nitrogen
1967718,1.156,Decha,18-Nov-12,Total nitrogen
1966268,2.72,Somchair,22-Nov-12,Total nitrogen
1967174,2.45,Busarakhan,22-Nov-12,Total nitrogen
1968403,1,Achara,22-Nov-12,Total nitrogen
2221846,3.68,Kohsoom,24-Nov-12,Total nitrogen
1980086,3.06,Chai,6-Dec-12,Total nitrogen
1981037,2.73,Chai,6-Dec-12,Total nitrogen
1981987,2.67,Chai,6-Dec-12,Total nitrogen
1968426,1,Achara,7-Dec-12,Total nitrogen
1966299,3.15,Somchair,8-Dec-12,Total nitrogen
1967205,2.04,Busarakhan,8-Dec-12,Total nitrogen
1980116,2.69,Chai,9-Dec-12,Total nitrogen
1981067,2.69,Chai,9-Dec-12,Total nitrogen
1982016,2.67,Chai,9-Dec-12,Total nitrogen
2218120,2.27,Kannika,9-Dec-12,Total nitrogen
2218531,2.48,Kannika,9-Dec-12,Total nitrogen
2218934,2.43,Kannika,9-Dec-12,Total nitrogen
2219334,2.12,Sakda,9-Dec-12,Total nitrogen
2219744,2.09,Sakda,9-Dec-12,Total nitrogen
2220146,2.04,Sakda,9-Dec-12,Total nitrogen
1968442,1,Achara,10-Dec-12,Total nitrogen
1967764,4.48,Decha,15-Dec-12,Total nitrogen
2221897,3.29,Kohsoom,15-Dec-12,Total nitrogen
1980145,2.51,Chai,27-Dec-12,Total nitrogen
1981096,2.3,Chai,27-Dec-12,Total nitrogen
1982045,2.55,Chai,27-Dec-12,Total nitrogen
1966348,2.72,Somchair,30-Dec-12,Total nitrogen
1967253,2.27,Busarakhan,30-Dec-12,Total nitrogen
2164071,2.61,Somchair,11-Jan-13,Total nitrogen
2165023,2.37,Busarakhan,11-Jan-13,Total nitrogen
2184443,2.26,Kannika,11-Jan-13,Total nitrogen
2184859,2.13,Kannika,11-Jan-13,Total nitrogen
2185276,2.28,Kannika,11-Jan-13,Total nitrogen
2185693,2.54,Sakda,11-Jan-13,Total nitrogen
2186107,2.58,Sakda,11-Jan-13,Total nitrogen
2186520,2.54,Sakda,11-Jan-13,Total nitrogen
2177965,2.75,Chai,12-Jan-13,Total nitrogen
2178938,2.72,Chai,12-Jan-13,Total nitrogen
2179910,2.7,Chai,12-Jan-13,Total nitrogen
2166546,1.88,Achara,17-Jan-13,Total nitrogen
2175722,3.5,Tansanee,19-Jan-13,Total nitrogen
2165957,2,Decha,20-Jan-13,Total nitrogen
2178004,2.48,Chai,21-Jan-13,Total nitrogen
2178977,2.67,Chai,21-Jan-13,Total nitrogen
2179949,2.45,Chai,21-Jan-13,Total nitrogen
2165993,2,Decha,25-Jan-13,Total nitrogen
2188187,3.81,Kohsoom,25-Jan-13,Total nitrogen
2165999,2,Decha,2-Feb-13,Total nitrogen
2178032,4.21,Chai,2-Feb-13,Total nitrogen
2179005,4.8,Chai,2-Feb-13,Total nitrogen
2179977,4.05,Chai,2-Feb-13,Total nitrogen
2164126,3.22,Somchair,4-Feb-13,Total nitrogen
2165078,2.52,Busarakhan,4-Feb-13,Total nitrogen
2175742,3.5,Tansanee,9-Feb-13,Total nitrogen
2184477,2.75,Kannika,10-Feb-13,Total nitrogen
2184893,2.65,Kannika,10-Feb-13,Total nitrogen
2185310,2.66,Kannika,10-Feb-13,Total nitrogen
2185727,2.63,Sakda,10-Feb-13,Total nitrogen
2186141,2.74,Sakda,10-Feb-13,Total nitrogen
2186554,2.77,Sakda,10-Feb-13,Total nitrogen
2166583,1.18,Achara,15-Feb-13,Total nitrogen
2178074,2.91,Chai,15-Feb-13,Total nitrogen
2179047,3.06,Chai,15-Feb-13,Total nitrogen
2180019,3.35,Chai,15-Feb-13,Total nitrogen
2164154,2.73,Somchair,16-Feb-13,Total nitrogen
2165106,2.25,Busarakhan,16-Feb-13,Total nitrogen
2166011,2,Decha,17-Feb-13,Total nitrogen
2188243,3.806,Kohsoom,22-Feb-13,Total nitrogen
2164193,2.61,Somchair,25-Feb-13,Total nitrogen
2165145,2.14,Busarakhan,25-Feb-13,Total nitrogen
2184509,3.16,Kannika,10-Mar-13,Total nitrogen
2184925,3.24,Kannika,10-Mar-13,Total nitrogen
2185342,3.07,Kannika,10-Mar-13,Total nitrogen
2185759,3.12,Sakda,10-Mar-13,Total nitrogen
2186173,2.71,Sakda,10-Mar-13,Total nitrogen
2186586,3.04,Sakda,10-Mar-13,Total nitrogen
2166045,2,Decha,11-Mar-13,Total nitrogen
2166620,1.57,Achara,14-Mar-13,Total nitrogen
2188297,2.516,Kohsoom,15-Mar-13,Total nitrogen
2175766,3.5,Tansanee,16-Mar-13,Total nitrogen
2166057,4.343,Decha,17-Mar-13,Total nitrogen
2178124,2.83,Chai,18-Mar-13,Total nitrogen
2179097,2.89,Chai,18-Mar-13,Total nitrogen
2180069,4.9,Chai,18-Mar-13,Total nitrogen
2178163,2.48,Chai,23-Mar-13,Total nitrogen
2179136,2.64,Chai,23-Mar-13,Total nitrogen
2180108,2.69,Chai,23-Mar-13,Total nitrogen
2164236,2.69,Somchair,24-Mar-13,Total nitrogen
2165188,2.94,Busarakhan,24-Mar-13,Total nitrogen
2164273,2.78,Somchair,30-Mar-13,Total nitrogen
2165225,2.82,Busarakhan,30-Mar-13,Total nitrogen
2178192,1.51,Chai,5-Apr-13,Total nitrogen
2179165,2.53,Chai,5-Apr-13,Total nitrogen
2180137,2.48,Chai,5-Apr-13,Total nitrogen
2166092,2.13,Decha,7-Apr-13,Total nitrogen
2166658,1.16,Achara,12-Apr-13,Total nitrogen
2178228,2.94,Chai,13-Apr-13,Total nitrogen
2179201,2.82,Chai,13-Apr-13,Total nitrogen
2180173,2.85,Chai,13-Apr-13,Total nitrogen
2161224,1.62,Boonsri,14-Apr-13,Total nitrogen
2162259,1.57,Boonsri,14-Apr-13,Total nitrogen
2163292,1.68,Boonsri,14-Apr-13,Total nitrogen
2175786,3.5,Tansanee,14-Apr-13,Total nitrogen
2184543,2.52,Kannika,14-Apr-13,Total nitrogen
2184960,2.51,Kannika,14-Apr-13,Total nitrogen
2185377,2.72,Kannika,14-Apr-13,Total nitrogen
2185793,2.2,Sakda,15-Apr-13,Total nitrogen
2186207,2.24,Sakda,15-Apr-13,Total nitrogen
2186620,2.35,Sakda,15-Apr-13,Total nitrogen
2166103,5.86,Decha,18-Apr-13,Total nitrogen
2188351,2.35,Kohsoom,19-Apr-13,Total nitrogen
2164310,2.34,Somchair,20-Apr-13,Total nitrogen
2165262,2.71,Busarakhan,20-Apr-13,Total nitrogen
2164347,2.59,Somchair,29-Apr-13,Total nitrogen
2165296,2.66,Busarakhan,29-Apr-13,Total nitrogen
2178265,2.06,Chai,4-May-13,Total nitrogen
2179238,2.1,Chai,4-May-13,Total nitrogen
2180210,2.02,Chai,4-May-13,Total nitrogen
2185825,1.79,Sakda,12-May-13,Total nitrogen
2186239,1.85,Sakda,12-May-13,Total nitrogen
2186652,1.78,Sakda,12-May-13,Total nitrogen
2166696,1.07,Achara,16-May-13,Total nitrogen
2184575,2.21,Kannika,16-May-13,Total nitrogen
2184992,2.28,Kannika,16-May-13,Total nitrogen
2185409,2.28,Kannika,16-May-13,Total nitrogen
2161314,1.35,Boonsri,17-May-13,Total nitrogen
2162349,1.29,Boonsri,17-May-13,Total nitrogen
2163382,1.35,Boonsri,17-May-13,Total nitrogen
2175810,3.5,Tansanee,17-May-13,Total nitrogen
2166145,4.66,Decha,18-May-13,Total nitrogen
2164383,1.99,Somchair,19-May-13,Total nitrogen
2165332,2.3,Busarakhan,19-May-13,Total nitrogen
2188407,2.814,Kohsoom,23-May-13,Total nitrogen
2178326,1.6,Chai,31-May-13,Total nitrogen
2179298,1.59,Chai,31-May-13,Total nitrogen
2180276,1.54,Chai,31-May-13,Total nitrogen
2164424,2.27,Somchair,2-Jun-13,Total nitrogen
2165373,2.28,Busarakhan,2-Jun-13,Total nitrogen
2166734,1.23,Achara,14-Jun-13,Total nitrogen
2166181,3.46,Decha,15-Jun-13,Total nitrogen
2178359,1.43,Chai,15-Jun-13,Total nitrogen
2179331,1.81,Chai,15-Jun-13,Total nitrogen
2180307,1.65,Chai,15-Jun-13,Total nitrogen
2166194,2,Decha,17-Jun-13,Total nitrogen
2175831,2.298,Tansanee,17-Jun-13,Total nitrogen
2161405,1.12,Boonsri,20-Jun-13,Total nitrogen
2162440,1.17,Boonsri,20-Jun-13,Total nitrogen
2163473,1.17,Boonsri,20-Jun-13,Total nitrogen
2164459,2.33,Somchair,21-Jun-13,Total nitrogen
2165409,2.22,Busarakhan,21-Jun-13,Total nitrogen
2184610,1.507,Kannika,22-Jun-13,Total nitrogen
2185027,1.54,Kannika,22-Jun-13,Total nitrogen
2185444,1.59,Kannika,22-Jun-13,Total nitrogen
2185858,1.58,Sakda,23-Jun-13,Total nitrogen
2186272,1.46,Sakda,23-Jun-13,Total nitrogen
2186685,1.46,Sakda,23-Jun-13,Total nitrogen
2188464,1.874,Kohsoom,27-Jun-13,Total nitrogen
2178402,2.65,Chai,28-Jun-13,Total nitrogen
2179374,2.91,Chai,28-Jun-13,Total nitrogen
2180350,2.43,Chai,28-Jun-13,Total nitrogen
2164494,2.78,Somchair,30-Jun-13,Total nitrogen
2165445,3.19,Busarakhan,30-Jun-13,Total nitrogen
2178424,0.998,Chai,4-Jul-13,Total nitrogen
2179396,0.944,Chai,4-Jul-13,Total nitrogen
2180372,0.986,Chai,4-Jul-13,Total nitrogen
