id,Water temperature value,location,sample date,measure
1349143,5,Kannika,7-Feb-10,Water temperature
1349752,5,Kannika,7-Feb-10,Water temperature
1350361,5,Kannika,7-Feb-10,Water temperature
1350970,5,Sakda,7-Feb-10,Water temperature
1351579,5,Sakda,7-Feb-10,Water temperature
1352188,5,Sakda,7-Feb-10,Water temperature
1326738,5,Somchair,14-Feb-10,Water temperature
1327334,4,Busarakhan,14-Feb-10,Water temperature
1324608,1,Boonsri,18-Feb-10,Water temperature
1325342,1,Boonsri,18-Feb-10,Water temperature
1326012,1,Boonsri,18-Feb-10,Water temperature
1354620,2.5,Kohsoom,18-Feb-10,Water temperature
1327916,1,Decha,19-Feb-10,Water temperature
1328324,5,Achara,20-Feb-10,Water temperature
1341223,4,Chai,20-Feb-10,Water temperature
1342427,4,Chai,20-Feb-10,Water temperature
1343631,4,Chai,20-Feb-10,Water temperature
1338649,2,Tansanee,22-Feb-10,Water temperature
1341279,5,Chai,28-Feb-10,Water temperature
1342483,5,Chai,28-Feb-10,Water temperature
1343687,5,Chai,28-Feb-10,Water temperature
1338658,6,Tansanee,5-Mar-10,Water temperature
1338668,9,Tansanee,11-Mar-10,Water temperature
1349196,8.9,Kannika,12-Mar-10,Water temperature
1349805,8,Kannika,12-Mar-10,Water temperature
1350414,8,Kannika,12-Mar-10,Water temperature
1351023,8,Sakda,12-Mar-10,Water temperature
1351632,8.5,Sakda,12-Mar-10,Water temperature
1352241,8,Sakda,12-Mar-10,Water temperature
1327953,7.08,Decha,18-Mar-10,Water temperature
1341316,11,Chai,18-Mar-10,Water temperature
1342520,10,Chai,18-Mar-10,Water temperature
1343724,10,Chai,18-Mar-10,Water temperature
1328381,6,Achara,19-Mar-10,Water temperature
1326786,10,Somchair,20-Mar-10,Water temperature
1327382,10.5,Busarakhan,20-Mar-10,Water temperature
1354677,12,Kohsoom,24-Mar-10,Water temperature
1324657,9,Boonsri,25-Mar-10,Water temperature
1325391,8.5,Boonsri,25-Mar-10,Water temperature
1326061,9,Boonsri,25-Mar-10,Water temperature
1338697,10,Tansanee,27-Mar-10,Water temperature
1341374,15,Chai,28-Mar-10,Water temperature
1342578,15,Chai,28-Mar-10,Water temperature
1343782,15,Chai,28-Mar-10,Water temperature
1349244,11,Kannika,8-Apr-10,Water temperature
1349853,11.5,Kannika,8-Apr-10,Water temperature
1350462,11,Kannika,8-Apr-10,Water temperature
1351071,11,Sakda,8-Apr-10,Water temperature
1351680,11,Sakda,8-Apr-10,Water temperature
1352289,11,Sakda,8-Apr-10,Water temperature
1338707,16,Tansanee,11-Apr-10,Water temperature
1328450,11,Achara,16-Apr-10,Water temperature
1341411,8,Chai,16-Apr-10,Water temperature
1342615,8,Chai,16-Apr-10,Water temperature
1343819,8,Chai,16-Apr-10,Water temperature
1327990,17.5,Decha,17-Apr-10,Water temperature
1326834,14,Somchair,18-Apr-10,Water temperature
1327430,14,Busarakhan,18-Apr-10,Water temperature
1354734,17,Kohsoom,21-Apr-10,Water temperature
1324704,11,Boonsri,22-Apr-10,Water temperature
1325438,10.5,Boonsri,22-Apr-10,Water temperature
1326108,11,Boonsri,22-Apr-10,Water temperature
1341466,15,Chai,23-Apr-10,Water temperature
1342670,14,Chai,23-Apr-10,Water temperature
1343874,15,Chai,23-Apr-10,Water temperature
1341498,15,Chai,9-May-10,Water temperature
1342702,15,Chai,9-May-10,Water temperature
1343906,15,Chai,9-May-10,Water temperature
1349291,17,Kannika,14-May-10,Water temperature
1349900,17,Kannika,14-May-10,Water temperature
1350509,17,Kannika,14-May-10,Water temperature
1351118,17,Sakda,14-May-10,Water temperature
1351727,17,Sakda,14-May-10,Water temperature
1352336,17,Sakda,14-May-10,Water temperature
1338750,9,Tansanee,15-May-10,Water temperature
1324763,19,Boonsri,19-May-10,Water temperature
1325497,18.5,Boonsri,19-May-10,Water temperature
1326167,19,Boonsri,19-May-10,Water temperature
1328027,21.3,Decha,19-May-10,Water temperature
1328497,20,Achara,20-May-10,Water temperature
1326879,20,Somchair,22-May-10,Water temperature
1327475,20,Busarakhan,22-May-10,Water temperature
1354792,19.5,Kohsoom,26-May-10,Water temperature
1341566,20,Chai,29-May-10,Water temperature
1342770,20,Chai,29-May-10,Water temperature
1343974,20,Chai,29-May-10,Water temperature
1338772,21,Tansanee,5-Jun-10,Water temperature
1326925,25,Somchair,13-Jun-10,Water temperature
1327521,25,Busarakhan,13-Jun-10,Water temperature
1328060,19.5,Decha,17-Jun-10,Water temperature
1328534,18,Achara,17-Jun-10,Water temperature
1341602,26,Chai,17-Jun-10,Water temperature
1342806,24,Chai,17-Jun-10,Water temperature
1344010,25,Chai,17-Jun-10,Water temperature
1349337,24.2,Kannika,19-Jun-10,Water temperature
1349946,24.2,Kannika,19-Jun-10,Water temperature
1350555,24.2,Kannika,19-Jun-10,Water temperature
1351164,24.2,Sakda,19-Jun-10,Water temperature
1351773,24.2,Sakda,19-Jun-10,Water temperature
1352382,24.2,Sakda,19-Jun-10,Water temperature
1324817,23,Boonsri,23-Jun-10,Water temperature
1325551,22.5,Boonsri,23-Jun-10,Water temperature
1326221,23,Boonsri,23-Jun-10,Water temperature
1354846,26,Kohsoom,23-Jun-10,Water temperature
1338807,27,Tansanee,24-Jun-10,Water temperature
1341670,25,Chai,30-Jun-10,Water temperature
1342874,25,Chai,30-Jun-10,Water temperature
1344078,25,Chai,30-Jun-10,Water temperature
1338817,26,Tansanee,9-Jul-10,Water temperature
1341702,25,Chai,15-Jul-10,Water temperature
1342906,24,Chai,15-Jul-10,Water temperature
1344110,25,Chai,15-Jul-10,Water temperature
1328097,19.3,Decha,16-Jul-10,Water temperature
1328588,22,Achara,16-Jul-10,Water temperature
1338839,23,Tansanee,16-Jul-10,Water temperature
1349390,29,Kannika,18-Jul-10,Water temperature
1349999,29.2,Kannika,18-Jul-10,Water temperature
1350608,29,Kannika,18-Jul-10,Water temperature
1351217,25,Sakda,18-Jul-10,Water temperature
1351826,24,Sakda,18-Jul-10,Water temperature
1352435,25,Sakda,18-Jul-10,Water temperature
1326977,23,Somchair,22-Jul-10,Water temperature
1327573,23,Busarakhan,22-Jul-10,Water temperature
1338851,26,Tansanee,22-Jul-10,Water temperature
1341764,21,Chai,23-Jul-10,Water temperature
1342968,20,Chai,23-Jul-10,Water temperature
1344172,21,Chai,23-Jul-10,Water temperature
1324875,23,Boonsri,24-Jul-10,Water temperature
1325609,21,Boonsri,24-Jul-10,Water temperature
1326279,22.5,Boonsri,24-Jul-10,Water temperature
1354904,26,Kohsoom,28-Jul-10,Water temperature
1338883,26,Tansanee,5-Aug-10,Water temperature
1341796,27,Chai,11-Aug-10,Water temperature
1343000,26.5,Chai,11-Aug-10,Water temperature
1344204,27,Chai,11-Aug-10,Water temperature
1328627,23,Achara,12-Aug-10,Water temperature
1338893,28,Tansanee,14-Aug-10,Water temperature
1349444,25,Kannika,14-Aug-10,Water temperature
1350053,25,Kannika,14-Aug-10,Water temperature
1350662,25,Kannika,14-Aug-10,Water temperature
1351271,26,Sakda,14-Aug-10,Water temperature
1351880,26,Sakda,14-Aug-10,Water temperature
1352489,26,Sakda,14-Aug-10,Water temperature
1324932,24,Boonsri,18-Aug-10,Water temperature
1325666,23.5,Boonsri,18-Aug-10,Water temperature
1326336,24,Boonsri,18-Aug-10,Water temperature
1328123,21.6,Decha,21-Aug-10,Water temperature
1341865,25,Chai,26-Aug-10,Water temperature
1343069,24,Chai,26-Aug-10,Water temperature
1344269,25,Chai,26-Aug-10,Water temperature
1354963,26,Kohsoom,26-Aug-10,Water temperature
1327027,25,Somchair,28-Aug-10,Water temperature
1327623,25,Busarakhan,28-Aug-10,Water temperature
1349496,24,Kannika,2-Sep-10,Water temperature
1350105,24,Kannika,2-Sep-10,Water temperature
1350714,24,Kannika,2-Sep-10,Water temperature
1351323,24,Sakda,2-Sep-10,Water temperature
1351932,24,Sakda,2-Sep-10,Water temperature
1352541,24,Sakda,2-Sep-10,Water temperature
1324988,21.5,Boonsri,3-Sep-10,Water temperature
1325722,20,Boonsri,3-Sep-10,Water temperature
1326392,21.8,Boonsri,3-Sep-10,Water temperature
1341891,28,Chai,4-Sep-10,Water temperature
1343095,26,Chai,4-Sep-10,Water temperature
1344295,26,Chai,4-Sep-10,Water temperature
1324997,23.5,Boonsri,10-Sep-10,Water temperature
1325731,23,Boonsri,10-Sep-10,Water temperature
1326401,23.5,Boonsri,10-Sep-10,Water temperature
1338935,21,Tansanee,10-Sep-10,Water temperature
1341951,28,Chai,12-Sep-10,Water temperature
1343155,26.5,Chai,12-Sep-10,Water temperature
1344355,27,Chai,12-Sep-10,Water temperature
1328161,15,Decha,16-Sep-10,Water temperature
1328683,15,Achara,17-Sep-10,Water temperature
1325006,16,Boonsri,25-Sep-10,Water temperature
1325740,15.5,Boonsri,25-Sep-10,Water temperature
1326410,16,Boonsri,25-Sep-10,Water temperature
1325061,6.5,Boonsri,29-Sep-10,Water temperature
1325795,6,Boonsri,29-Sep-10,Water temperature
1326465,6.5,Boonsri,29-Sep-10,Water temperature
1355021,14,Kohsoom,29-Sep-10,Water temperature
1327076,16,Somchair,30-Sep-10,Water temperature
1327672,16,Busarakhan,30-Sep-10,Water temperature
1338954,13,Tansanee,13-Oct-10,Water temperature
1341995,20,Chai,13-Oct-10,Water temperature
1343199,20,Chai,13-Oct-10,Water temperature
1344399,20,Chai,13-Oct-10,Water temperature
1325091,16,Boonsri,15-Oct-10,Water temperature
1325825,16,Boonsri,15-Oct-10,Water temperature
1326495,16,Boonsri,15-Oct-10,Water temperature
1338966,16.5,Tansanee,15-Oct-10,Water temperature
1349549,15.5,Kannika,15-Oct-10,Water temperature
1350158,15.5,Kannika,15-Oct-10,Water temperature
1350767,15.5,Kannika,15-Oct-10,Water temperature
1351376,15.7,Sakda,15-Oct-10,Water temperature
1351985,15.7,Sakda,15-Oct-10,Water temperature
1352594,15.7,Sakda,15-Oct-10,Water temperature
1328199,13.2,Decha,19-Oct-10,Water temperature
1355080,15,Kohsoom,20-Oct-10,Water temperature
1325116,15,Boonsri,21-Oct-10,Water temperature
1325850,14.5,Boonsri,21-Oct-10,Water temperature
1326520,15,Boonsri,21-Oct-10,Water temperature
1328744,13,Achara,22-Oct-10,Water temperature
1325170,14,Boonsri,28-Oct-10,Water temperature
1325904,13.5,Boonsri,28-Oct-10,Water temperature
1326574,14,Boonsri,28-Oct-10,Water temperature
1327126,10,Somchair,29-Oct-10,Water temperature
1327722,11,Busarakhan,29-Oct-10,Water temperature
1342062,16,Chai,29-Oct-10,Water temperature
1343266,16,Chai,29-Oct-10,Water temperature
1344466,16.5,Chai,29-Oct-10,Water temperature
1325179,15,Boonsri,4-Nov-10,Water temperature
1325913,14,Boonsri,4-Nov-10,Water temperature
1326583,14.5,Boonsri,4-Nov-10,Water temperature
1349599,12.5,Kannika,9-Nov-10,Water temperature
1350208,12.5,Kannika,9-Nov-10,Water temperature
1350817,12.5,Kannika,9-Nov-10,Water temperature
1351426,12.6,Sakda,10-Nov-10,Water temperature
1352035,12.6,Sakda,10-Nov-10,Water temperature
1352644,12.6,Sakda,10-Nov-10,Water temperature
1325196,13,Boonsri,11-Nov-10,Water temperature
1338992,7,Tansanee,12-Nov-10,Water temperature
1342095,10,Chai,13-Nov-10,Water temperature
1343299,9,Chai,13-Nov-10,Water temperature
1344499,10,Chai,13-Nov-10,Water temperature
1325205,6,Boonsri,18-Nov-10,Water temperature
1325930,6.1,Boonsri,18-Nov-10,Water temperature
1326600,6,Boonsri,18-Nov-10,Water temperature
1328226,3,Decha,18-Nov-10,Water temperature
1328791,3,Achara,19-Nov-10,Water temperature
1339004,8,Tansanee,19-Nov-10,Water temperature
1325254,5,Boonsri,24-Nov-10,Water temperature
1355137,1.5,Kohsoom,24-Nov-10,Water temperature
1342157,4,Chai,26-Nov-10,Water temperature
1343361,3,Chai,26-Nov-10,Water temperature
1344561,3,Chai,26-Nov-10,Water temperature
1327177,6,Somchair,27-Nov-10,Water temperature
1327773,6,Busarakhan,27-Nov-10,Water temperature
1342175,5,Chai,28-Nov-10,Water temperature
1343379,5.5,Chai,28-Nov-10,Water temperature
1344579,5,Chai,28-Nov-10,Water temperature
1325266,7.5,Boonsri,3-Dec-10,Water temperature
1325979,7,Boonsri,3-Dec-10,Water temperature
1326649,7.3,Boonsri,3-Dec-10,Water temperature
1339030,8,Tansanee,4-Dec-10,Water temperature
1325285,6.5,Boonsri,9-Dec-10,Water temperature
1325998,6.2,Boonsri,9-Dec-10,Water temperature
1326668,6.1,Boonsri,9-Dec-10,Water temperature
1327227,7,Somchair,9-Dec-10,Water temperature
1327823,7,Busarakhan,9-Dec-10,Water temperature
1328831,4,Achara,11-Dec-10,Water temperature
1342204,7,Chai,11-Dec-10,Water temperature
1343408,7,Chai,11-Dec-10,Water temperature
1344608,7,Chai,11-Dec-10,Water temperature
1349649,7,Kannika,11-Dec-10,Water temperature
1350258,7,Kannika,11-Dec-10,Water temperature
1350867,7,Kannika,11-Dec-10,Water temperature
1351476,7,Sakda,11-Dec-10,Water temperature
1352085,7,Sakda,11-Dec-10,Water temperature
1352694,7,Sakda,11-Dec-10,Water temperature
1342253,5,Chai,15-Dec-10,Water temperature
1343457,5,Chai,15-Dec-10,Water temperature
1344657,5,Chai,15-Dec-10,Water temperature
1355189,6.5,Kohsoom,15-Dec-10,Water temperature
1325297,3,Boonsri,16-Dec-10,Water temperature
1328252,3.4,Decha,16-Dec-10,Water temperature
1342273,6,Chai,18-Dec-10,Water temperature
1343477,5.5,Chai,18-Dec-10,Water temperature
1344677,6,Chai,18-Dec-10,Water temperature
1613266,1,Boonsri,6-Jan-11,Water temperature
1614237,1,Boonsri,6-Jan-11,Water temperature
1615080,1,Boonsri,6-Jan-11,Water temperature
1638140,1.8,Sakda,13-Jan-11,Water temperature
1639002,1.8,Sakda,13-Jan-11,Water temperature
1639864,1.8,Sakda,13-Jan-11,Water temperature
1628270,5,Chai,14-Jan-11,Water temperature
1629329,5,Chai,14-Jan-11,Water temperature
1630388,5,Chai,14-Jan-11,Water temperature
1635484,4,Kannika,15-Jan-11,Water temperature
1636370,4,Kannika,15-Jan-11,Water temperature
1637256,4,Kannika,15-Jan-11,Water temperature
1613289,4.5,Boonsri,20-Jan-11,Water temperature
1614260,5,Boonsri,20-Jan-11,Water temperature
1615103,5,Boonsri,20-Jan-11,Water temperature
1616874,2.3,Decha,21-Jan-11,Water temperature
1617244,3,Achara,21-Jan-11,Water temperature
1617276,4,Achara,22-Jan-11,Water temperature
1628326,11,Chai,26-Jan-11,Water temperature
1629385,11,Chai,26-Jan-11,Water temperature
1630444,11,Chai,26-Jan-11,Water temperature
1643308,1.6,Kohsoom,26-Jan-11,Water temperature
1626148,8,Tansanee,29-Jan-11,Water temperature
1615917,3,Somchair,30-Jan-11,Water temperature
1616396,3,Busarakhan,30-Jan-11,Water temperature
1613352,8,Boonsri,4-Feb-11,Water temperature
1614323,8,Boonsri,4-Feb-11,Water temperature
1615166,8,Boonsri,4-Feb-11,Water temperature
1635555,5,Kannika,10-Feb-11,Water temperature
1636441,5,Kannika,10-Feb-11,Water temperature
1637327,5,Kannika,10-Feb-11,Water temperature
1638214,6.5,Sakda,10-Feb-11,Water temperature
1639076,6.5,Sakda,10-Feb-11,Water temperature
1639938,6.5,Sakda,10-Feb-11,Water temperature
1617295,5,Achara,11-Feb-11,Water temperature
1628354,10,Chai,11-Feb-11,Water temperature
1629413,10,Chai,11-Feb-11,Water temperature
1630472,10,Chai,11-Feb-11,Water temperature
1635594,5,Kannika,12-Feb-11,Water temperature
1636480,5,Kannika,12-Feb-11,Water temperature
1637366,5,Kannika,12-Feb-11,Water temperature
1626163,5,Tansanee,13-Feb-11,Water temperature
1613374,2,Boonsri,17-Feb-11,Water temperature
1614345,2.5,Boonsri,17-Feb-11,Water temperature
1615188,2,Boonsri,17-Feb-11,Water temperature
1617323,1,Achara,18-Feb-11,Water temperature
1626171,3,Tansanee,18-Feb-11,Water temperature
1628397,8,Chai,18-Feb-11,Water temperature
1629456,8,Chai,18-Feb-11,Water temperature
1630515,8,Chai,18-Feb-11,Water temperature
1616907,0.2,Decha,19-Feb-11,Water temperature
1643358,2,Kohsoom,25-Feb-11,Water temperature
1615962,3,Somchair,26-Feb-11,Water temperature
1616441,3,Busarakhan,26-Feb-11,Water temperature
1628429,9,Chai,9-Mar-11,Water temperature
1629488,8.5,Chai,9-Mar-11,Water temperature
1630547,9,Chai,9-Mar-11,Water temperature
1613438,7,Boonsri,10-Mar-11,Water temperature
1614409,7,Boonsri,10-Mar-11,Water temperature
1615252,7,Boonsri,10-Mar-11,Water temperature
1638285,7,Sakda,10-Mar-11,Water temperature
1639147,7,Sakda,10-Mar-11,Water temperature
1640009,7,Sakda,10-Mar-11,Water temperature
1626199,5,Tansanee,11-Mar-11,Water temperature
1635662,7,Kannika,11-Mar-11,Water temperature
1636548,7,Kannika,11-Mar-11,Water temperature
1637434,7,Kannika,11-Mar-11,Water temperature
1616941,4,Decha,17-Mar-11,Water temperature
1617356,7,Achara,18-Mar-11,Water temperature
1613459,5,Boonsri,19-Mar-11,Water temperature
1614430,5,Boonsri,19-Mar-11,Water temperature
1615273,5,Boonsri,19-Mar-11,Water temperature
1626215,7,Tansanee,23-Mar-11,Water temperature
1628481,6,Chai,25-Mar-11,Water temperature
1629540,5.5,Chai,25-Mar-11,Water temperature
1630599,6,Chai,25-Mar-11,Water temperature
1616002,8,Somchair,26-Mar-11,Water temperature
1616481,8,Busarakhan,26-Mar-11,Water temperature
1643406,7.5,Kohsoom,30-Mar-11,Water temperature
1617392,9,Achara,31-Mar-11,Water temperature
1635724,10,Kannika,6-Apr-11,Water temperature
1636610,10,Kannika,6-Apr-11,Water temperature
1637496,10,Kannika,6-Apr-11,Water temperature
1638352,10.5,Sakda,7-Apr-11,Water temperature
1639214,10.5,Sakda,7-Apr-11,Water temperature
1640076,10.5,Sakda,7-Apr-11,Water temperature
1628511,10,Chai,8-Apr-11,Water temperature
1629570,10,Chai,8-Apr-11,Water temperature
1630629,10,Chai,8-Apr-11,Water temperature
1613521,12,Boonsri,9-Apr-11,Water temperature
1614492,13,Boonsri,9-Apr-11,Water temperature
1615335,12.5,Boonsri,9-Apr-11,Water temperature
1626223,14,Tansanee,9-Apr-11,Water temperature
1616039,13.5,Somchair,13-Apr-11,Water temperature
1616518,14,Busarakhan,13-Apr-11,Water temperature
1616969,9.2,Decha,15-Apr-11,Water temperature
1617425,15,Achara,16-Apr-11,Water temperature
1617462,15,Achara,22-Apr-11,Water temperature
1613545,15,Boonsri,23-Apr-11,Water temperature
1628559,10,Chai,23-Apr-11,Water temperature
1629618,10,Chai,23-Apr-11,Water temperature
1630677,10,Chai,23-Apr-11,Water temperature
1643454,16,Kohsoom,27-Apr-11,Water temperature
1626251,15,Tansanee,8-May-11,Water temperature
1613605,18,Boonsri,12-May-11,Water temperature
1614535,17.5,Boonsri,12-May-11,Water temperature
1615378,18,Boonsri,12-May-11,Water temperature
1635797,18,Kannika,12-May-11,Water temperature
1636683,18,Kannika,12-May-11,Water temperature
1637569,18,Kannika,12-May-11,Water temperature
1638426,18.5,Sakda,12-May-11,Water temperature
1639288,18.5,Sakda,12-May-11,Water temperature
1640150,18.5,Sakda,12-May-11,Water temperature
1617482,17,Achara,13-May-11,Water temperature
1613624,20,Boonsri,18-May-11,Water temperature
1643504,24,Kohsoom,18-May-11,Water temperature
1626259,21,Tansanee,19-May-11,Water temperature
1617006,22.1,Decha,20-May-11,Water temperature
1638478,21.4,Sakda,21-May-11,Water temperature
1639340,20.9,Sakda,21-May-11,Water temperature
1640202,21.4,Sakda,21-May-11,Water temperature
1628601,21,Chai,22-May-11,Water temperature
1629660,20,Chai,22-May-11,Water temperature
1630719,20,Chai,22-May-11,Water temperature
1635848,22.1,Kannika,22-May-11,Water temperature
1636734,22.1,Kannika,22-May-11,Water temperature
1637620,22,Kannika,22-May-11,Water temperature
1628644,24,Chai,26-May-11,Water temperature
1629703,23.5,Chai,26-May-11,Water temperature
1630762,24,Chai,26-May-11,Water temperature
1616075,23.5,Somchair,27-May-11,Water temperature
1616554,23.6,Busarakhan,27-May-11,Water temperature
1617518,22,Achara,27-May-11,Water temperature
1626275,14,Tansanee,1-Jun-11,Water temperature
1626283,19.5,Tansanee,10-Jun-11,Water temperature
1617550,23,Achara,11-Jun-11,Water temperature
1617041,22.4,Decha,17-Jun-11,Water temperature
1617586,22,Achara,17-Jun-11,Water temperature
1628685,23.5,Chai,18-Jun-11,Water temperature
1629744,23.5,Chai,18-Jun-11,Water temperature
1630803,23.5,Chai,18-Jun-11,Water temperature
1635892,21,Kannika,18-Jun-11,Water temperature
1636778,21,Kannika,18-Jun-11,Water temperature
1637664,21,Kannika,18-Jun-11,Water temperature
1638523,23,Sakda,18-Jun-11,Water temperature
1639385,23,Sakda,18-Jun-11,Water temperature
1640247,23,Sakda,18-Jun-11,Water temperature
1613701,22.5,Boonsri,23-Jun-11,Water temperature
1614590,22,Boonsri,23-Jun-11,Water temperature
1615433,22,Boonsri,23-Jun-11,Water temperature
1628734,26,Chai,24-Jun-11,Water temperature
1629793,26,Chai,24-Jun-11,Water temperature
1630852,26,Chai,24-Jun-11,Water temperature
1635945,24.5,Kannika,26-Jun-11,Water temperature
1636831,24.5,Kannika,26-Jun-11,Water temperature
1637717,24.5,Kannika,26-Jun-11,Water temperature
1638576,24.5,Sakda,26-Jun-11,Water temperature
1639438,24.5,Sakda,26-Jun-11,Water temperature
1640300,24.5,Sakda,26-Jun-11,Water temperature
1616114,23,Somchair,29-Jun-11,Water temperature
1616593,23,Busarakhan,29-Jun-11,Water temperature
1643553,27,Kohsoom,30-Jun-11,Water temperature
1626307,25,Tansanee,8-Jul-11,Water temperature
1638597,24.6,Sakda,8-Jul-11,Water temperature
1639459,24.2,Sakda,8-Jul-11,Water temperature
1640321,24.5,Sakda,8-Jul-11,Water temperature
1617623,23,Achara,9-Jul-11,Water temperature
1643604,22,Kohsoom,13-Jul-11,Water temperature
1617642,23,Achara,14-Jul-11,Water temperature
1635971,24.4,Kannika,14-Jul-11,Water temperature
1636857,24.4,Kannika,14-Jul-11,Water temperature
1637743,24.3,Kannika,14-Jul-11,Water temperature
1628775,25,Chai,17-Jul-11,Water temperature
1629834,25,Chai,17-Jul-11,Water temperature
1630893,25,Chai,17-Jul-11,Water temperature
1613777,22.5,Boonsri,20-Jul-11,Water temperature
1614666,22,Boonsri,20-Jul-11,Water temperature
1615509,22.5,Boonsri,20-Jul-11,Water temperature
1617079,23.5,Decha,20-Jul-11,Water temperature
1626315,27.5,Tansanee,21-Jul-11,Water temperature
1628822,26,Chai,28-Jul-11,Water temperature
1629881,26,Chai,28-Jul-11,Water temperature
1630940,26,Chai,28-Jul-11,Water temperature
1636024,26,Kannika,30-Jul-11,Water temperature
1636910,26,Kannika,30-Jul-11,Water temperature
1637796,26,Kannika,30-Jul-11,Water temperature
1638653,26,Sakda,30-Jul-11,Water temperature
1639515,26,Sakda,30-Jul-11,Water temperature
1640377,26,Sakda,30-Jul-11,Water temperature
1616156,28,Somchair,3-Aug-11,Water temperature
1616635,28,Busarakhan,3-Aug-11,Water temperature
1628844,26.5,Chai,3-Aug-11,Water temperature
1629903,26.5,Chai,3-Aug-11,Water temperature
1630962,26.5,Chai,3-Aug-11,Water temperature
1617679,25,Achara,4-Aug-11,Water temperature
1626337,26,Tansanee,5-Aug-11,Water temperature
1636039,26,Kannika,6-Aug-11,Water temperature
1636925,26,Kannika,6-Aug-11,Water temperature
1637811,26,Kannika,6-Aug-11,Water temperature
1638668,26,Sakda,6-Aug-11,Water temperature
1639530,26,Sakda,6-Aug-11,Water temperature
1640392,26,Sakda,6-Aug-11,Water temperature
1617698,25,Achara,11-Aug-11,Water temperature
1638715,25,Sakda,11-Aug-11,Water temperature
1639577,25,Sakda,11-Aug-11,Water temperature
1640439,25,Sakda,11-Aug-11,Water temperature
1626345,28.5,Tansanee,12-Aug-11,Water temperature
1628895,25,Chai,12-Aug-11,Water temperature
1629954,25,Chai,12-Aug-11,Water temperature
1631013,25,Chai,12-Aug-11,Water temperature
1628913,25,Chai,14-Aug-11,Water temperature
1629972,25,Chai,14-Aug-11,Water temperature
1631031,25,Chai,14-Aug-11,Water temperature
1613856,25.5,Boonsri,18-Aug-11,Water temperature
1614745,25.5,Boonsri,18-Aug-11,Water temperature
1615588,25.5,Boonsri,18-Aug-11,Water temperature
1617106,23,Decha,18-Aug-11,Water temperature
1636099,25.5,Kannika,25-Aug-11,Water temperature
1636985,25.5,Kannika,25-Aug-11,Water temperature
1637871,25,Kannika,25-Aug-11,Water temperature
1616199,24,Somchair,28-Aug-11,Water temperature
1616677,23.5,Busarakhan,28-Aug-11,Water temperature
1643655,23,Kohsoom,31-Aug-11,Water temperature
1626362,25,Tansanee,3-Sep-11,Water temperature
1636124,23,Kannika,9-Sep-11,Water temperature
1637010,23,Kannika,9-Sep-11,Water temperature
1637896,23,Kannika,9-Sep-11,Water temperature
1638752,23,Sakda,9-Sep-11,Water temperature
1639614,23,Sakda,9-Sep-11,Water temperature
1640476,23,Sakda,9-Sep-11,Water temperature
1626370,19,Tansanee,11-Sep-11,Water temperature
1617735,22,Achara,14-Sep-11,Water temperature
1617136,19.5,Decha,15-Sep-11,Water temperature
1616240,21,Somchair,23-Sep-11,Water temperature
1616717,21,Busarakhan,23-Sep-11,Water temperature
1613946,21,Boonsri,28-Sep-11,Water temperature
1614835,21.5,Boonsri,28-Sep-11,Water temperature
1615678,21,Boonsri,28-Sep-11,Water temperature
1617771,23,Achara,28-Sep-11,Water temperature
1628974,20,Chai,28-Sep-11,Water temperature
1630033,20,Chai,28-Sep-11,Water temperature
1631092,21,Chai,28-Sep-11,Water temperature
1643707,20,Kohsoom,28-Sep-11,Water temperature
1629014,21,Chai,30-Sep-11,Water temperature
1630073,21,Chai,30-Sep-11,Water temperature
1631132,21,Chai,30-Sep-11,Water temperature
1617803,18,Achara,8-Oct-11,Water temperature
1626395,19.5,Tansanee,8-Oct-11,Water temperature
1617165,11,Decha,13-Oct-11,Water temperature
1617835,13,Achara,13-Oct-11,Water temperature
1636198,17.6,Kannika,14-Oct-11,Water temperature
1637084,17.5,Kannika,14-Oct-11,Water temperature
1637970,17.7,Kannika,14-Oct-11,Water temperature
1638827,17.2,Sakda,15-Oct-11,Water temperature
1639689,17,Sakda,15-Oct-11,Water temperature
1640551,16.9,Sakda,15-Oct-11,Water temperature
1629047,17.5,Chai,17-Oct-11,Water temperature
1630106,17.5,Chai,17-Oct-11,Water temperature
1631165,17.5,Chai,17-Oct-11,Water temperature
1636244,14,Kannika,23-Oct-11,Water temperature
1637130,14,Kannika,23-Oct-11,Water temperature
1638016,14,Kannika,23-Oct-11,Water temperature
1614023,12,Boonsri,26-Oct-11,Water temperature
1643758,16.5,Kohsoom,26-Oct-11,Water temperature
1638876,14.2,Sakda,27-Oct-11,Water temperature
1639738,14,Sakda,27-Oct-11,Water temperature
1640600,14.1,Sakda,27-Oct-11,Water temperature
1629096,16,Chai,28-Oct-11,Water temperature
1630155,16,Chai,28-Oct-11,Water temperature
1631214,16,Chai,28-Oct-11,Water temperature
1616279,5,Somchair,3-Nov-11,Water temperature
1616756,8,Busarakhan,3-Nov-11,Water temperature
1617872,12,Achara,11-Nov-11,Water temperature
1629130,15,Chai,11-Nov-11,Water temperature
1630189,15,Chai,11-Nov-11,Water temperature
1631248,14.5,Chai,11-Nov-11,Water temperature
1636260,11.5,Kannika,11-Nov-11,Water temperature
1637146,11.3,Kannika,11-Nov-11,Water temperature
1638032,11.3,Kannika,11-Nov-11,Water temperature
1638899,11.5,Sakda,11-Nov-11,Water temperature
1639761,11.5,Sakda,11-Nov-11,Water temperature
